file_name,value_per_atom,composition,HHI_P,HHI_R
387_FePd,0.4812580703488791,FePd,2924.672603457308,5728.548978522787
389_Cr2As4,0.0834798005825246,CrAs2,3248.477724605664,4025.761137697168
390_Pb6As2,0.28922667106808,AsPb3,2764.539218884239,2036.643802575541
391_Ga2Na,-0.0480496307103811,NaGa2,4877.261638367143,1701.855975844091
392_FePd3,-0.0230776675298578,FePd3,3080.897348742352,7017.403127124405
393_Mn6W2,0.1746507393824732,Mn3W,4447.337519745751,3118.211814697107
395_Ir2Pb2,0.3738050343011903,IrPb,4047.482956408966,5313.080564923375
396_Au2Nb2,-0.1082128533063704,NbAu,3471.753605749531,3499.956503357614
397_AuNb3,0.0958726177621862,Nb3Au,5435.89152874887,5570.264043816376
398_Nb2V4,0.4809952880147084,NbV2,5780.182317947724,5975.573945561097
399_Au2Nb2,-0.0960918000005977,NbAu,3471.753605749531,3499.956503357614
400_Ga3Na,-0.0132315287682867,NaGa3,5064.28531583918,1761.363509585194
401_AlGa3,0.0361313760628045,AlGa3,5054.402877233159,1797.169894746114
402_GaNa3,0.0194563733445729,Na3Ga,3311.955405298417,1203.803992594951
403_Ag3Mn,0.2277962190790639,MnAg3,1258.052159486549,1458.052159486549
404_Au3P,0.2363162278525057,PAu3,1144.826459383814,1204.209426081819
406_As4Br,0.8804043387066216,As4Br,3300,4610.451686870902
425_CsYb,0.2133070813367397,CsYb,7979.568567660738,4359.786043938247
443_Cr3Nb,0.0969227978575446,NbCr3,5115.689736719162,5854.396622700011
444_Al2Pd,-0.5890005074909356,Al2Pd,2661.658143568778,5644.754378113404
445_CrW3,0.0467321429249381,CrW3,6663.994398823826,4282.768943529428
452_AgAl2,0.0093127224340404,Al2Ag,1333.381082158326,1266.618917841674
462_Fe2Pb4,0.4720998800685994,FePb2,2664.372826930643,1752.49710257419
463_Ni3Sb,0.0449342540232127,Ni3Sb,3820.78779157414,2276.738667245053
470_P24As5,0.2436816057725621,As5P24,2435.599157181486,4731.416097769512
471_Mo3W3,-0.0025435217114875,MoW,5422.603474158268,4642.912288226464
472_Ca4P2,-0.8954120405437109,Ca2P,3370.437561091871,2503.381463194351
473_Ba4Br,-0.1948690422078861,Ba4Br,3038.097175514771,2884.156691226486
474_KAs3,0.0965459569694791,KAs3,3062.917664501023,4474.164670997953
479_Ca18Mo6,0.6779185862039393,Ca3Mo,3234.286269394099,3186.474784201615
480_Ag6Al6,-0.0217492147153629,AlAg,1280.034381616517,1319.965618383483
481_RbW,2.187420242882454,RbW,6682.63897295214,4839.513745981365
482_MnMo3,0.3761156942213759,MnMo3,2271.774166526128,4739.011978551809
483_Fe2Ga,-0.1236527609692442,GaFe2,3591.432256784244,1592.166493029717
484_Mn3Sn,0.2206086726667848,Mn3Sn,2018.69451431357,1716.261097137286
485_PI,0.6799114991940689,PI,4331.055765813237,4858.856300088286
488_Ga2Sr,-0.531548045592905,SrGa2,4998.357305805361,2324.466895087772
489_In2Br2,-0.8172334018909813,InBr,3300,4010.710654163372
490_Cu5Ge,0.0655166744716565,Cu5Ge,2288.495529881907,1574.431949176422
491_Ag2Al2,-0.0136965697181792,AlAg,1280.034381616517,1319.965618383483
492_MoW3,-0.0002471644391786,MoW3,6318.376424798443,4448.179038087294
493_Fe3Na,1.1195761482720776,NaFe3,2243.134831355823,1291.401037092493
498_Ge4Br5,0.2780708243690522,Ge4Br5,4142.105263157895,4794.736842105263
499_Cu2Ga4,0.0312333231286986,Ga2Cu,4279.117403641523,1774.781272168362
500_CuGe2,0.1805051598397303,CuGe2,4174.085602367521,1778.279524580273
501_FeSb3,0.3358709608334767,FeSb3,7170.650044523599,3134.781834372217
502_In5Sn,-0.006264214339336,In5Sn,3180.05629330254,1931.460739030023
503_Sn2W,0.537531149489921,Sn2W,4520.18231021222,2778.293690357499
506_MnRh,-0.1937437766726706,MnRh,2643.113926515019,5842.066465245696
507_Ba2Pd4,-0.2163654657637609,BaPd2,3121.564853341405,5764.598320230061
508_Ba3Sb,-0.4907969730717179,Ba3Sb,4117.815569723893,2550.93818912169
510_Ga2P,0.1252236395168893,Ga2P,4863.875610857853,2481.599441501391
511_AgP,0.4563419294753772,AgP,1378.469169140667,2225.419907275583
516_Ba2Cu4,0.1950184329572829,BaCu2,2327.095254123191,1915.483002356109
517_AlNi,-0.4930291561301398,AlNi,1188.957511082477,1342.53540743127
518_CaPb5,-0.1095779331682044,CaPb5,2744.693414417914,1788.826646395522
519_Ag4Al,-0.0485466401328874,AlAg4,1223.541309420166,1376.458690579834
520_V2Br2,0.6952620889988701,VBr,3300,5537.360474758399
521_CuGe,0.1750219402579942,CuGe,3573.536193147606,1713.355264124066
523_In2Sn,0.0836835249385252,In2Sn,3061.452693586262,1863.687253477864
524_In2Sn4,-0.0003308860237745,InSn2,2828.176971252392,1730.386840715652
525_MnBr8,0.0470076085075885,MnBr8,3165.458503758975,6496.375511276923
526_GeP,0.3757062883912843,GeP,4313.515071482493,2856.591445835158
527_Ca3Pb,-0.2743955233667527,Ca3Pb,3140.640861975238,1689.839784506191
528_IrTa3,-0.316739098636301,Ta3Ir,3136.794090892964,5924.44205963742
529_AlPd3,-0.60903041698508,AlPd3,3075.316919123695,7454.511521166166
530_AuNb,1.243237284066657,NbAu,3471.753605749531,3499.956503357614
531_Pb3Ta,0.7059161694290506,TaPb3,2609.813291139714,2476.400316452147
532_AlPd,-0.2299419746504174,AlPd,2876.387077592522,6584.193464467283
533_Ga12P17,0.0434574895154503,Ga12P17,4148.108608828295,3136.014986214131
534_Ni2Sb2,-0.0458101554117664,NiSb,5655.739376481684,2782.015190625391
535_MoTa2,-0.1505603280492735,Ta2Mo,2320.955112811633,4904.775564058168
536_KSn3,-0.1798566029982073,KSn3,2510.966724801842,2153.984823455203
537_Fe2Ga2,0.124064853796499,GaFe,4121.308772935779,1677.630447247706
538_As3Br,0.0974852308422016,As3Br,3300,4760.568853784831
540_V2Br,0.4320593342627887,V2Br,3300,4938.415838316272
542_Fe12Mo17,0.1109067026742717,Fe12Mo17,2400,4164.228723404256
543_Sr4Br8,-2.1555202848237465,SrBr2,3618.710897715699,5518.91944323197
544_Mn4Sb5,0.6126234421869883,Mn4Sb5,6229.086848821035,2975.641104462485
545_Ba2Pd4,-0.4201277691933628,BaPd2,3121.564853341405,5764.598320230061
546_As4Br,0.0467358917197771,As4Br,3300,4610.451686870902
547_AgAl3,0.032289277011491,Al3Ag,1371.481189890713,1228.518810109287
548_CuIr,1.7455088971045418,CuIr,4531.019342125327,7211.730000039099
549_FeNa,1.1342721190919105,NaFe,2020.894431011139,1137.542298392327
551_Ca12P12,-0.942817899372234,CaP,3071.728523776793,3069.356481265025
552_Fe17Pb12,1.2324810144787373,Fe17Pb12,2617.104487646856,1689.472650195808
553_Al8Sn4,0.1639814527707136,Al2Sn,2287.48412853327,1412.490477119962
554_K8As,-0.0518674954251389,K8As,2009.187739226428,6581.624521547143
555_In2Sn4,0.0015668598982495,InSn2,2828.176971252392,1730.386840715652
557_V2Br,0.4419066354074476,V2Br,3300,4938.415838316272
558_K2Sn,-0.0292190013714626,K2Sn,2242.587196163054,3823.901890540998
560_Ir4As12,-0.42536219858306,As3Ir,4314.138746583184,6350.958003442836
561_Ag4Al3,-0.0150315622136787,Al3Ag4,1263.186467363626,1336.813532636374
562_Mo2W4,-0.0005864744588208,MoW2,6048.091109097969,4506.936715413485
563_CsNi,1.1901183413278558,CsNi,4468.32589501545,4621.493305513904
564_Ba2As4,-0.7628909404239513,BaAs2,3156.537690888539,3187.046915035055
565_BaBr2,-2.1246359399750907,BaBr2,3161.348881821395,4774.016187928046
566_NaPd3,0.0354355352941269,NaPd3,3058.937770536515,7496.206323344698
567_K3Na,0.0088293019136178,K3Na,1601.67235209096,6102.007931682384
568_AsBr4,0.0827368421497677,AsBr4,3300,6349.298013674742
569_CuNi,0.0094961468601439,CuNi,1311.909253481283,1500
570_Cr2Ta2,0.0133151772221342,TaCr,2478.570315489587,4643.750973946611
571_Ba2V,0.6647424311657275,Ba2V,3046.936920196993,2472.102040722307
572_Ni2Sn2,-0.0386517674134507,NiSn,2070.64464378924,1566.915290236828
573_Fe3Ga,-0.081774550841752,GaFe3,3310.996889462104,1546.934982171307
574_Ag2Al,-0.0620567473526894,AlAg2,1244.465668678022,1355.534331321978
576_CrNa,0.9901028503581726,NaCr,2486.823957613791,2996.283123704824
577_Ba3Ir,0.338428116950626,Ba3Ir,3795.339441706195,4463.323281440853
578_Cu5Ge4,0.1404388175606143,Cu5Ge4,3367.367538509593,1691.066760919956
579_K4As2,-0.1232630861551378,K2As,2482.889036051887,5634.221927896227
580_SmBi,-1.0609019344514443,SmBi,7057.419983948367,4786.543344416603
581_BaPd3,-0.1696675891449359,BaPd3,3139.846294353541,6285.619389075904
582_InBr3,-0.5541793780190627,InBr3,3300,5313.087185851691
583_InBr5,-0.2712177359377226,InBr5,3300,5806.150819111168
584_Ba3Fe,0.912948127235126,Ba3Fe,2928.377217170486,2192.565825755729
585_AuNi,0.9641375582202292,NiAu,1077.042397278864,1114.788013605681
586_AuSr,-0.7391766903276662,SrAu,2054.44419936768,1615.770451204955
588_Ag4Al4,-0.0205140921578426,AlAg,1280.034381616517,1319.965618383483
589_Ni2P6,0.3413307033604384,NiP3,1612.877871210972,3706.3603363595
590_Sb4Ge2,0.2864570294892138,GeSb2,7302.631578947367,3055.364372469635
591_AlPd,-0.769562325120063,AlPd,2876.387077592522,6584.193464467283
592_InSb,-0.1304174171677101,InSb,5667.489791950224,2720.540371463112
593_Ba2Br4,-2.1866423000315485,BaBr2,3161.348881821395,4774.016187928046
594_AlP2,0.0056815618477751,AlP2,1878.63792640495,3856.038745650738
595_Fe2Ga2,0.0474305641048955,GaFe,4121.308772935779,1677.630447247706
596_Cr6Ta18,0.2734942512328213,Ta3Cr,2369.92955783351,4738.811636895679
597_Cu6Pt5,-0.1221253059125608,Cu6Pt5,4403.972297404871,6964.151143660776
598_K2Ge2,-0.1488017230705125,KGe,4040.325564287267,3754.520697021522
599_Ag2Na,-0.0121683720273303,NaAg2,1190.369816032596,1313.328344293365
600_Ni4Ta4,0.0027783047602145,TaNi,1981.60151706751,3991.757697171372
601_VGe3,0.1048692303345815,VGe3,4921.057682115141,2184.206738413644
602_W2As2,0.3709171496726551,AsW,5928.705341132533,4213.138270902638
603_CrP7,0.6510238187764203,CrP7,2212.771816946533,4906.571075503152
604_Cu4Ni2,0.2141543813091626,Cu2Ni,1410.447753160367,1500
605_Fe4Mo16,0.753637950687812,FeMo4,2400,4804.565462176272
607_NaI,-1.3156962778764316,NaI,4317.181582937215,4140.494949113165
608_Au2P,0.3116512668179887,PAu2,1165.605867544161,1298.871174367844
609_GaP2,0.4456024952488941,GaP2,3853.341906651787,3405.515971061222
610_CuNi4,0.8709995730334945,CuNi4,1127.8078946204,1500
611_BaTa3,1.209436450673138,BaTa3,2441.330563753825,4295.247986593482
612_NiTa2,0.3244954078270427,Ta2Ni,2118.584435224151,4339.483566338229
614_Ge18P6,0.3569418465741094,Ge3P,4889.329142768954,2298.226285799803
615_Au12Sr17,-0.3497568575971653,Sr17Au12,2298.392844411678,1773.156673813986
616_Mo2Nb2,-0.0860738262660874,NbMo,5401.004933216087,7021.88807643546
618_TaGe4,0.177546213788969,TaGe4,4148.707173250212,3012.916399191462
620_K2As2,0.3860607131950981,KAs,2751.347703339505,5097.304593320991
621_V3Br,0.5547448324913553,V3Br,3300,4601.67491304245
622_Fe2Pb2,1.216375423914755,FePb,2636.309376722614,1715.079168963485
623_K2As2,-0.3857350325807225,KAs,2751.347703339505,5097.304593320991
624_Fe5As3,0.0406293060694071,Fe5As3,2801.37383732766,2559.524418946574
625_AsBr3,0.1837854807495578,AsBr3,3300,6209.442348178961
626_AgAl2,0.0462782463932066,Al2Ag,1333.381082158326,1266.618917841674
627_AuIr,1.8220014981525097,IrAu,3273.151354187823,5000.574083845764
629_AlP,0.0679904561148392,AlP,1813.776905161976,3191.213277910252
630_P4As,0.812091334973811,AsP4,2489.888955375608,4685.478576220639
631_SrW,1.9972426006473425,SrW,6096.235172769469,3880.394901642967
632_Nb4I16,-0.5914529900423056,NbI4,5456.951634227066,5418.835149141185
633_Fe4V12,0.0347610532886228,V3Fe,3059.138254512519,2864.751676694485
635_CrNb,0.0400403641248559,NbCr,6562.29030724664,7113.474897048
636_Pd3Sb,-0.3289871844330214,SbPd3,4497.610085710399,6729.998639517482
637_KAs2,-0.2475392953244745,KAs2,2968.906619244581,4662.186761510839
638_Ta2V2,0.3131622498215911,TaV,2519.680176815342,4492.447752458522
639_Ni2P2,-0.165174269500933,NiP,1345.430381748895,2743.549374296022
640_SrW,1.9908134049990984,SrW,6096.235172769469,3880.394901642967
641_Al6Rh6,-0.7913171802790396,AlRh,2867.630718004529,6545.884391269816
642_As4Br16,-0.046800421294947,AsBr4,3300,6349.298013674742
643_Al4Pb8,0.190216711141165,AlPb2,2632.757286237798,1751.096208172944
645_CaBr3,-1.3581370482902582,CaBr3,3385.94588798742,6126.487008113229
646_Al3Sb,0.1732711125575723,Al3Sb,5384.265084307962,2441.624794022081
648_CrTa,2.4750764616864167,TaCr,2478.570315489587,4643.750973946611
650_Mo5P24,0.4231915241768708,Mo5P24,2156.883869948118,5178.441934974059
651_Mo4P8,0.2062202022958482,MoP2,2243.059103263916,5221.529551631958
652_AlP4,0.0369338508014443,AlP4,1928.467261334503,4366.789428678658
653_NaP,0.1240933747896404,NaP,1616.57823605646,3140.288762066351
654_Al2In4,0.1587686536238752,AlIn2,3121.256895104519,1894.856997120305
656_CrSb,0.450704512349529,CrSb,6463.611407023984,3609.473336475668
657_CsI,-1.618852980774196,CsI,5462.703672057107,5413.858551335024
658_AgAl5,-0.0043263235933051,Al5Ag,1422.275270139775,1177.724729860226
659_Ce4Fe34,0.018078707394174,Ce2Fe17,4018.129517232069,1787.439461872467
660_Al3Ca,-0.0211971321280866,CaAl3,2361.670861191219,1165.580621998091
662_AgAl2,0.0076579922915721,Al2Ag,1333.381082158326,1266.618917841674
663_Ni2Sn,-0.1294440506136401,Ni2Sn,1804.483584699157,1550.280224043697
664_Al3Pd,-0.4002240771260617,Al3Pd,2508.773512399773,4975.884116749006
665_AsBr4,0.0831803890341781,AsBr4,3300,6349.298013674742
666_Ag3Ta,0.4492187079928644,TaAg3,1594.493488566343,2619.343510114151
668_MoSn,0.2023255626539493,SnMo,2510.607966457023,3253.752620545074
669_Cr8Nb,0.2756917005872579,NbCr8,4085.88901899283,4958.088590604871
670_Nb2P4,-0.6739997459086903,NbP2,5899.749727975861,7319.857537463182
672_Ba2Ta4,0.787986574164344,BaTa2,2492.557126201538,4112.295977851652
673_Fe3Ga,-0.1088279660592226,GaFe3,3310.996889462104,1546.934982171307
674_Fe2Ir,0.0969417910180017,Fe2Ir,4360.707387457347,6270.144155942443
675_AlRh3,-0.4132671229453981,AlRh3,3071.400911545272,7437.378988010566
676_AgTa3,3.185028116001336,Ta3Ag,2117.653510039098,4236.383576484484
677_W6As10,0.3115210182407653,As5W3,5503.393051500441,4178.653490662198
679_GaMn2,-0.0545106711907668,Mn2Ga,3114.037181368793,1838.821466188944
680_EuGa3,-0.4397634530988226,EuGa3,7183.191511160708,2404.957453348212
682_Fe2Ga2,-0.0545204992194774,GaFe,4121.308772935779,1677.630447247706
683_Cr3Na,0.5610182583884997,NaCr3,2843.099594576206,3637.57927023717
684_AgAs,0.0355941644367785,AgAs,2060.744746151043,2465.683971425101
685_Pt2Sn2,-0.2274748906173247,SnPt,4402.914013652269,6262.708655997248
686_Cu4Ge2,0.1101341585813073,Cu2Ge,2945.643161836862,1645.474936414796
687_In3Ni,0.2402447399500977,In3Ni,2965.147735046784,1927.206029357997
688_AuV,0.5982158839355014,VAu,1552.067980086602,1493.165069185384
689_In3Sr,-0.3304793817924882,SrIn3,3482.510403310544,2202.789337011715
690_Ag6Al2,-0.0033059475086609,AlAg3,1230.78448989198,1369.21551010802
691_AgNi2,0.2273391932782319,Ni2Ag,1095.774300237509,1452.112849881246
692_Fe2Mo,0.8089052993960735,Fe2Mo,2400,3202.080624187256
693_Mo7P,0.2919101955614458,Mo7P,2382.365043829913,5291.182521914957
694_AsBr3,0.507192221287605,AsBr3,3300,6209.442348178961
695_In4Br2,-0.3554943725237409,In2Br,3300,3264.875621890547
696_Ag3Ge,0.087668262499847,Ag3Ge,1951.616551998437,1491.660555121761
697_Ge2P6,0.3548940576013857,GeP3,3447.874716315021,3696.000275088465
698_TaGe2,-0.1885119228950221,TaGe2,3635.998627707723,3508.534659882533
699_NbW3,-0.0676890586603047,NbW3,7216.253670434782,4948.761011304348
700_BaV2,0.8428249004638602,BaV2,3127.774340537603,2768.505915304544
701_Fe2W4,0.1736369429963483,FeW2,6393.454931822207,3917.612891800957
702_Al2K2,0.2122518133412239,KAl,1659.168274058103,4668.432991602373
703_Pb5As,0.0742787194289308,AsPb5,2740.464565636315,1948.370073999822
704_Cu7Pt5,-0.1193349788810517,Cu7Pt5,4278.513943398379,6719.668197391711
705_P16As8,0.2640915783909587,AsP2,2711.614695510143,4497.864488414494
706_Ta4V6,0.1993984094369878,Ta2V3,2596.907877688747,4384.328971235754
707_Pd3Sb,-0.3760822909045904,SbPd3,4497.610085710399,6729.998639517482
708_Fe4Pd8,0.8340075111538189,FePd2,3033.723505219868,6628.218918063904
709_CeTa,0.7696654382297821,CeTa,5442.163484724597,4058.100288328914
710_K2Ge2,-0.1416724648632179,KGe,4040.325564287267,3754.520697021522
711_CrNb,0.0374160302242572,NbCr,6562.29030724664,7113.474897048
712_PtSb3,0.0037757119550514,Sb3Pt,7064.4688095595,5384.386577296185
715_Mo2Sr2,0.547790505542185,SrMo,3259.206798866856,4202.124645892351
716_CuNb,0.2235941904050769,NbCu,5697.438607197922,5834.97128007896
717_TaBi,1.5440836077559703,TaBi,3907.837215602829,5443.134886241132
718_AgGe5,0.2757923473918933,AgGe5,4361.155858111416,1785.506811964807
719_BaV3,0.6593841522437529,BaV3,3158.011762820458,2879.376463675011
721_AgMn3,0.5190592754356258,Mn3Ag,1441.767234390156,1641.767234390156
723_Mo2Sr4,0.7615178657666704,Sr2Mo,3563.183125599233,3813.710450623202
724_Mo2W6,0.3719728802045488,MoW3,6318.376424798443,4448.179038087294
725_SrV,1.1938333385077635,SrV,3869.119127607597,3147.058165507735
726_Ca2Pb6,0.109675289575164,CaPb3,2772.684296591394,1781.828925852152
727_Ga2W,0.2419851468309346,Ga2W,6352.990850206937,3264.7853603311
728_FeBr3,0.3130408727754359,FeBr3,3129.946507780225,5860.784214212486
729_CrNb,0.0704811032511401,NbCr,6562.29030724664,7113.474897048
730_Ni3Ta,-0.1871286724374261,TaNi3,1658.862025642353,3172.495911245972
731_Cr6Pb18,0.8597710145046591,CrPb3,2730.876722712617,1977.541155597546
732_AgSn2,-0.0005459262697555,AgSn2,2162.639325641594,1537.519903663085
735_CrSr3,0.4019539081751229,Sr3Cr,4018.343332080909,3181.656667919091
737_NiBi3,0.3715862485464503,NiBi3,4931.900694626554,5614.779796702209
738_BaV2,0.885057308656922,BaV2,3127.774340537603,2768.505915304544
739_Ag2Ta4,0.5628349412683527,Ta2Ag,2047.415659558047,4019.284765906691
740_Ag5Al7,-0.0106816300969262,Al7Ag5,1303.744969762369,1296.255030237631
741_Cr6Ge2,-0.2224477129566402,Cr3Ge,3798.986083525093,3401.013916474907
742_SnW2,0.4336866222469631,SnW2,5926.12101400111,3641.028804046136
743_Al4P2,0.1063656280243972,Al2P,1745.867269334412,2495.139510677717
744_V4W3,-0.0694999846588128,V4W3,6001.789785591154,4057.192110008659
745_CaCr3,0.7852050754029234,CaCr3,3263.528357499478,3568.532838126695
746_GaAs2,0.1942717367305538,GaAs2,3998.607527023741,3333.147360568248
747_Mo3Ta,-0.1285233832042944,TaMo3,2361.399257986704,5106.996289933517
748_Mo2P,0.0111428188688501,Mo2P,2344.405224803878,5272.202612401939
749_Mo10W6,0.344623366699313,Mo5W3,4860.185023564321,4765.177168790365
750_Cr2As4,0.1067575780174448,CrAs2,3248.477724605664,4025.761137697168
751_Ca3Ir,-0.046826592853308,Ca3Ir,4884.30537908344,6175.450550646342
752_Ba2Ga2,-0.1956373653855494,BaGa,3841.86186911374,2165.302100941801
753_Ir2V4,-0.1734783621908313,V2Ir,4737.86943216593,7125.388983339
754_Ba3Sn,-0.322119701814052,Ba3Sn,2910.524203349972,2143.417355862451
755_RhV,0.682774889396148,VRh,3233.111792885139,6476.857527283601
756_Fe2Ir2,0.095469058522756,FeIr,4802.111972006999,7366.536188533512
757_W5P,0.7596371541010379,PW5,6837.010012069772,4326.078398068836
759_P4Br16,0.0475859620767529,PBr4,3185.148127628438,6740.974330562454
760_Cr26Nb2,0.3761024021291713,NbCr13,3752.520967263973,4667.934915951977
761_CuMo,0.34300430186188,CuMo,2081.246002783943,3785.918513223732
763_PbAs3,0.2528127421578459,As3Pb,3012.198771751772,2944.728829756498
764_Al2K2,0.2428604531726903,KAl,1659.168274058103,4668.432991602373
765_K2As2,-0.1608951117004919,KAs,2751.347703339505,5097.304593320991
766_Au3Ga,-0.0407151590716394,GaAu3,1564.381857827966,1094.987198192084
767_Al18Pt6,-0.5079458393087251,Al3Pt,4356.335961019589,6724.697765194532
769_P16Br4,0.5858727126604272,P4Br,2509.694235666891,5805.730480154157
770_Cr4Sr5,0.8423494786280783,Sr5Cr4,3845.89326100429,3354.106738995711
772_PbGe3,0.1001123730519051,Ge3Pb,4032.781332329695,1851.260820474219
773_InTa3,0.2223334662506904,Ta3In,2474.585216799326,4311.161392961889
774_W5Sb,0.6439930759214031,SbW5,7105.272056563173,4194.727943436827
775_MoI,1.3140727451876053,MoI,3823.68879514937,5015.262240970125
776_As17Br12,0.0012304841898449,As17Br12,3300,5245.527555646653
777_Al2Cu6,-0.1611115337218152,AlCu3,1600,1438.007545706652
778_NaPb,-0.1123338049140905,NaPb,2540.203016132933,1670.164950608008
779_As4Br2,0.4452598407995474,As2Br,3300,5008.593793526102
780_NiTa,0.0359782446442089,TaNi,1981.60151706751,3991.757697171372
783_Fe2Ir2,0.0966810213421247,FeIr,4802.111972006999,7366.536188533512
784_AuCr3,0.2856037948833716,Cr3Au,1983.89940868049,2370.04408345476
785_Mn4W16,0.9153041860879512,MnW4,6624.615744810555,4126.210992967849
786_Al8Ta4,-0.2256334324555962,TaAl2,2139.197990207671,3927.074803984495
787_Al3I,0.4000964545887084,Al3I,3614.850098513159,3320.130416469698
788_CrTa3,0.0310400462610473,Ta3Cr,2369.92955783351,4738.811636895679
789_AuP3,0.4511237559475161,P3Au,1388.487965113268,2314.222952182664
790_Ba5V,0.5349305232872368,Ba5V,3020.719816859675,2375.972661818808
791_K2As,-0.1842960229864036,K2As,2482.889036051887,5634.221927896227
794_Sb5Ge,0.1763970050717992,GeSb5,7622.845738436252,3240.1033106363
795_MoSr2,0.9515306066991656,Sr2Mo,3563.183125599233,3813.710450623202
796_RhBi,0.0684266591716671,BiRh,4607.113434752901,6659.891966901998
797_Al2K4,0.155120108336991,K2Al,1674.346818683859,5609.502758399262
798_Ba2Sn4,-0.4831717141879193,BaSn2,2746.581026665991,1856.516796665484
