file_name,space_group,value per atom
2966_Au2Na4,Fd-3m,0.051140822
613_IrAs,Fm-3m,0.266737016
353_Fe8Pd4,Pa-3,0.832565889
1714_Ba3Ga,Pmm2,-0.005832503
4023_Pb2P2,P4/nmm,0.356475268
1509_Fe4Na8,Pa-3,1.61183373
1094_NaPt,Pm-3m,0.185415448
1445_CsI,P-6m2,-1.619871336
1267_Al2Rh2,Cmcm,-0.86733764
1713_Ba6Ga2,Pmmn,-0.099550398
3590_Ag4Fe,I4/m,0.253723311
339_Na2Pt,I4/mmm,0.004967313
4558_TaSb4,I4/mmm,1.331670094
992_K3Na,P4/mmm,0.007793593
2888_AgFe2,Immm,0.355599326
1234_SbGe3,Imm2,0.320839411
3368_Pt2Sb2,Cmcm,-0.34615328
4902_AgGa5,Cmmm,0.034583575
4386_Cu4K8,Pa-3,0.355441427
3732_AuSb2,I4/mmm,0.167195046
4969_PtP3,Pmmm,0.399243288
4339_AlCu2,Immm,-0.206827427
2531_RbSn,P-6m2,0.039930445
1210_In2Ge2,Imma,0.143485387
2323_Fe5Sb,Cmmm,0.187178856
4864_K2Mo,Fmmm,4.816693694
4444_Al4Ba3,I4/mmm,0.029203367
2404_Cu2Ga4,Cmcm,0.021313078
251_Ba2Ni2,P6_3mc,0.597629678
2420_As4Br12,P2_12_12_1,-0.759893292
652_AlP4,I4/m,0.036933851
2005_Fe26Mo2,Fm-3c,0.405148353
370_WAs2,P4/mmm,0.57050818
1935_Na7Pt,Fm-3m,0.05510203
4578_AlFe2,Fmmm,-0.134344093
1867_Cr6Sr2,I4/mmm,1.446610364
4070_Mn2Sb2,Cmcm,0.213366132
1683_WSb3,Pm-3m,0.990997906
12_InSn5,Cm,0.000355556
2876_K4P16,I-43m,0.082852656
3438_Al2Pt2,Pmmn,-0.873482136
4544_Ga12Ir6,Cmcm,-0.439157003
3367_Al6Cu18,Pmmn,-0.201394762
3677_AgP7,Fm-3m,0.757152802
794_Sb5Ge,Amm2,0.176397005
4525_FePd3,Pmmm,-0.09498104
1042_Fe4Pb,I4/mmm,0.518040879
2297_FePb3,Pmm2,0.545698999
2368_Ga5Br3,Cmmm,-0.241467026
3241_InGe3,Cmmm,0.265942041
3684_Al2Cu2,P4/nmm,-0.071047978
575_AcRb,Fm-3m,0.986548441
808_In5Ta3,Cmmm,0.27498493
4983_Ba4Ca2,I4_1/amd,0.102422137
4209_PdGe2,Immm,-0.096078346
4510_Ca7Ge,Fm-3m,-0.01434698
4254_CaBi,P-6m2,-0.65000977
2616_Cr2As2,P4/nmm,0.170469605
4018_Na3Pd,Immm,-0.014166034
3432_Ba4Br8,Pnma,-2.396192796
718_AgGe5,Cmmm,0.275792347
3136_Ca2Cu6,Pm-3n,0.112186165
4485_Na3Rh,Immm,0.329147705
128_As4Br2,I4_1/amd,0.188681586
254_NbP2,I4/mmm,-0.64936153
2133_FeMn,Pm-3m,0.123549788
2515_Ni2As2,P4/nmm,-0.107726668
983_Ag2Sn,I4/mmm,-0.00881865
4427_Pd6P2,Cmcm,-0.051785965
1271_GaMn3,P4/mmm,0.061994686
1497_W5Sb24,I-43m,0.40238822
1563_Ag2Na4,Pnnm,0.07355298
3992_CaTa,Fm-3m,2.085022014
3392_Fe2Mn4,Fd-3m,0.214178603
4074_K2Mo2,Imma,1.130038846
107_Cr2Sn2,P4/nmm,0.202669307
523_In2Sn,P4/mmm,0.083683525
3097_Ag4Ba6,Fdd2,-0.050758965
1708_K2As2,P4/nmm,-0.159413673
3184_Sb2P,I4/mmm,0.329036861
4357_Au2Fe2,Pmmn,0.227372658
3419_PdAs3,Imm2,0.08396452
3906_Al2Fe,I4/mmm,-0.36144122
598_K2Ge2,Imma,-0.148801723
4832_Pt2Sb2,Imma,-0.064201729
3418_Fe2As2,P4/nmm,-0.003489179
2923_Ga3Pb,P4/mmm,0.053043199
2949_Al4Cu8,Pnma,-0.194756805
4003_Na4P20,Pnma,-0.278409982
2601_AlSr3,Immm,0.008184256
4140_In6Rh2,Pm-3n,-0.087661018
689_In3Sr,Pm-3m,-0.330479382
2321_Ba16Ir4,I-43m,0.201360387
3417_Ba5Fe,Cm,0.497281104
3219_KNa3,Immm,0.015519446
4807_GaIn,Pm-3m,0.046530031
4571_Fe4Pb4,Pnma,0.756893539
4098_Ca4W4,P2_13,1.712475182
682_Fe2Ga2,P4/nmm,-0.054520499
4816_Ba2Sb2,Cmcm,-0.83386712
42_Au2P,I4/mmm,0.303300873
2750_SnGe4,Im-3m,0.633832374
1285_Ga4As2,I4/mcm,0.124083369
3048_WBr,Cmmm,1.306158193
4343_AlK4,I4/mmm,0.438696317
1981_As3Br,P4/mmm,0.212574082
4385_Al3Cs,Pm-3m,0.815114833
4622_Na3Pd,Imm2,-0.003742394
1705_CaMn2,Fmmm,6.453217613
3695_Cu2K2,Pmma,0.474609375
4056_Ni6As4,Fdd2,-0.138176784
1106_SnW,F-43m,1.970538985
4407_Al17As12,I-43m,0.018771624
4931_Pb4As3,I4/mmm,0.143053353
3548_In2Mn2,I4_1/amd,0.225621891
2170_Al3Ta,P4/mmm,-0.102508267
1588_Ag2Al3,Immm,-0.031093153
69_FeP,R-3m,-0.053819013
591_AlPd,P-6m2,-0.769562325
592_InSb,Fm-3m,-0.130417417
1441_BaCu3,I4/mmm,0.407088645
2147_WAs3,P4/mmm,0.232996826
4455_NiGe5,P4/mmm,0.153459358
1723_Ag4Sn,I4/m,-0.019712718
3081_GeAs3,Pmmm,0.462123712
3410_SrAs4,I4/m,-0.310902044
4345_MoP3,P4/mmm,0.344508963
1074_NiSn2,I4/mmm,-0.060726393
1990_CrYb,F-43m,1.563562392
2354_FeMo,Fm-3m,0.799966941
1038_Ag6Al4,P-1,-0.05117975
1638_CrGa,Fm-3m,0.556680095
4365_Ba2W2,Imma,1.03085039
4637_Na4P,I4/mmm,0.20071521
4071_Fe4As,I4/mmm,0.429866277
3721_BaPb3,P4/mmm,-0.15896636
153_Al3V,I4/mmm,-0.296774543
4377_MnPd3,Imm2,-0.161532834
1479_Fe6Sb2,Pmmn,0.282878898
1642_AgI,F-43m,-0.375331609
4895_AgSr,Pm-3m,-0.279091105
3505_Cu3Br,I4/mmm,0.418391171
944_Sb5Ge,Cmmm,0.316010917
1533_Ga5P24,I-43m,0.255768772
4142_Au3As,Immm,0.149181702
2633_Cu4K2,Fd-3m,0.371096821
3598_Pb3V,P4/mmm,0.439569089
642_As4Br16,I-43m,-0.046800421
3201_Al2Sb,I4/mmm,0.187610775
2198_CrNa3,Immm,0.542318673
2304_In2Br2,Cmcm,-0.819252543
549_FeNa,Pm-3m,1.134272119
629_AlP,P4/mmm,0.067990456
817_SmI3,Pm-3m,-0.881949133
2493_In5Br,Cm,-0.128083792
2812_PaSb3,Pm-3m,-0.630444947
1985_In4Br2,Cmcm,-0.337274158
2785_In10Mn6,I4/mcm,0.270143346
538_As3Br,P4mm,0.097485231
2094_Al3Sn,Imm2,0.165579398
2523_K3As,Fm-3m,-0.429884162
3785_Sb2Br,I4/mmm,0.039301061
2249_InYb,P4/mmm,-0.550518383
4406_Al3Ca,Pm-3m,-0.148549811
179_Al2Rh,P4/mmm,-0.69918173
3608_AlK3,Fm-3m,0.300651291
3648_PdAs3,Pmm2,-0.05023987
4869_AuSn7,Fm-3m,0.005540877
276_K5Ge,Amm2,0.117154429
4554_NaSr,P4/mmm,0.024068303
470_P24As5,I-43m,0.243681606
2120_Mo2Sr2,P4/nmm,0.54988632
3064_Al4Br2,Pnnm,-0.137796256
3294_Al4Mo2,Imma,0.071673862
2758_Al2Mn,Fm-3m,0.246008724
4123_Au2Pb4,I4_1/amd,0.212418195
1272_Ba6Ga2,Cmcm,-0.076730259
3998_AgSr2,I4/mmm,-0.190326559
839_Pb4As4,Pnma,0.096206783
1417_Mn2Sb,I4/mmm,0.182555066
4435_Na2Pd6,I4/mmm,-0.003980083
1928_K2Na2,I4_1/amd,0.023216366
2469_AlCs3,Fm-3m,0.368068716
3302_CeGa2,P6/mmm,-0.720202136
3092_Al4Sn2,Cm,0.137826622
3572_In2Pb2,P4/nmm,-0.000636303
3780_AgBa,P4/mmm,-0.237632117
2046_Ba2Pd4,Immm,-0.351981708
3132_Ca3Ga,P4/mmm,-0.060918153
2771_Ga2Ni,I4/mmm,-0.199229187
325_Fe5Ir,P4/mmm,0.152348109
484_Mn3Sn,P4/mmm,0.220608673
1400_VBr2,I4/mmm,-0.409679557
1745_Fe2Pd2,Fd-3m,0.060019335
4882_Cu4Ge4,Pnma,0.140149184
933_BiP,P-6m2,0.219122941
1701_Na5Pt,F-43m,0.171017872
778_NaPb,P-6m2,-0.112333805
4211_AgSr3,P4/mmm,-0.133309197
1529_AgCa2,I4/mmm,-0.224672677
3989_K3V,Imm2,0.866279632
4148_GeI,Pm-3m,0.121736774
932_BaBr2,I4/mmm,-2.124731628
269_SnP3,Fm-3m,0.531405615
1936_WP3,Fm-3m,0.389369192
3270_K2Sr2,Pmma,0.133718009
2095_GeP5,Amm2,0.250294608
1109_As3Br,Fm-3m,0.496170794
965_Cr3Sr,P4/mmm,0.746906143
323_TaYb,F-43m,3.229303226
2067_VBr3,P4/mmm,-0.272265801
4611_Sn3V,Cmmm,0.371027326
3283_Al6Ge2,Pm-3n,0.171236678
3499_Fe3As,P4/mmm,0.017206082
2394_Ag4Al8,P-1,-0.017369194
4403_Ba4Rh2,Cmcm,-0.03275577
1256_Ag2Ge2,Cmme,0.194764445
4542_KGe3,Pm-3m,0.317447862
726_Ca2Pb6,Cmcm,0.10967529
210_Al18Pb6,Pmmn,0.208434471
1883_Cu4Ge2,Pnnm,0.14032539
1655_WAs2,I4/mmm,0.205772477
2113_PAs4,Im-3m,0.477801406
1079_AuGa,F-43m,0.07726901
1884_Al12K12,Pbcm,0.306403116
3106_AuCu3,Pm-3m,1.110721794
1890_CrNa3,Cmmm,0.851519368
67_Ac3Yb,Fm-3m,0.04835343
1003_InSb,P4/mmm,0.041197455
2080_SnP,Fm-3m,-0.094401521
2529_Al4Th2,Fd-3m,-0.421768602
2911_VBr5,Cmmm,-0.284182761
821_Ag12Br4,Pnma,0.051569937
4458_Fe3Nb,Fm-3m,-0.072204509
1987_Ag3K,I4/mmm,0.210271498
1961_AuSr,Pm-3m,-0.742053897
2854_AuK,Fm-3m,-0.28068455
2443_Ag2In2,P4/nmm,0.020834611
1035_K2Sn,I4/mmm,-0.010544429
3139_Al2Ni,I4/mmm,-0.400692527
2885_Ag4Ba2,Cmcm,-0.120535643
2344_InGe,P-6m2,0.067883939
4342_InSn,Pm-3m,-0.082938253
4075_GaPb3,P4/mmm,0.039617859
2042_K5As,P4/mmm,-0.04340613
4492_Ge4P2,C2/m,0.209413189
615_Au12Sr17,I-43m,-0.349756858
1108_WSb4,Im-3m,0.61328721
1421_In2Ta,I4/mmm,0.312389579
3029_CuRb3,Pm-3m,0.343937605
4867_Fe2Ir,I4/mmm,-0.027856098
1416_Cu2Ge6,I4/mmm,0.295245779
2737_Al6Rb2,P6_3/mmc,0.199577492
922_Ag4Al4,Pmm2,-0.012573374
1672_Al2P4,I4/mcm,-0.069489045
703_Pb5As,Cmmm,0.074278719
4425_Au2Sb2,Fd-3m,0.206952244
2786_AlPd,Pm-3m,-0.894400854
4888_Pt4Rb16,I-43m,0.191866391
546_As4Br,I4/mmm,0.046735892
235_PAs3,Fm-3m,0.508187479
3309_Fe4Pb6,Fdd2,1.195207001
1527_Ba2Br2,P4/nmm,-1.645370826
1892_Cu2Ge2,P4/nmm,0.186359794
567_K3Na,P4/mmm,0.008829302
2440_Cu2Ge6,I4/mmm,0.30052772
1572_Ba2Ta2,Imma,0.972666009
4005_Mn2Sb2,Cmcm,0.104404383
4200_Sr3Br,Immm,-0.668295221
3794_Ag2Sn,I4/mmm,0.032167907
2337_AuSr,F-43m,-0.324532254
1098_Pt2Sn2,P4/nmm,-0.039808813
4257_Fe2Sb2,Imma,0.417947484
104_KSn2,I4/mmm,-0.1852068
2547_K8Sn4,Pnma,-0.112285884
2868_InBr3,P4/mmm,-0.272389261
4181_Au6Sb2,Pm-3n,0.126849167
3274_Al4In,I4/mmm,0.140862817
4945_Al3Br,I4/mmm,0.273000564
4504_CaV,P-6m2,1.073180324
2137_IrBr3,P4/mmm,1.090373389
1614_NaNi,P-6m2,0.463342796
1895_Ag2Al4,I4/mcm,0.046058421
2339_Mn5Sb4,I4/mmm,0.178984737
3035_Pd2Rb2,P4/nmm,0.866058734
4842_CaCu,P4/mmm,0.439316957
4381_MoPd4,Im-3m,0.631904529
1005_Cu2Ge2,P4/nmm,0.145174315
3282_Ca4W2,Fd-3m,1.764101766
4494_CuGa4,I4/m,0.039402733
1902_Ni2Sb2,P4/nmm,-0.057697378
165_Ni2Sn,I4/mmm,-0.105489843
311_Fe3Pd,Fm-3m,0.070506455
3636_Fe2Br4,Pnnm,-0.127277942
38_SbP,Fm-3m,-0.040179075
1189_CuBr3,Imm2,-0.181356371
696_Ag3Ge,Imm2,0.087668262
2221_Na3Pb,Pm-3m,0.151885108
4478_K3Ta,Cmmm,1.169146694
4060_VAs5,Amm2,0.127326365
3142_In3Sn,Fm-3m,0.005615597
586_AuSr,Pm-3m,-0.73917669
2161_RbV,P-6m2,1.602098168
1650_Eu3As,I4/mmm,-0.682429487
48_Pb4As2,Pnnm,0.088594538
2646_Al2Cu,Immm,-0.069990718
3405_CaTa,Pm-3m,1.305877731
1062_MoP,Fm-3m,-0.043356781
4080_MoSn2,I4/mmm,0.080599202
563_CsNi,Amm2,1.190118341
4274_Fe8W4,Pa-3,1.274815754
1926_BaAs4,I4/m,-0.221805713
3489_Pb2Sr,P4/mmm,-0.097513779
3644_Fe3P,Immm,-0.195815679
272_NbPb3,Cmmm,0.50712515
2039_IrP2,Fm-3m,-0.35845186
1824_Cu3Ga,Imm2,-0.080057308
4762_Fe3Sb,Imm2,0.441474456
40_Al2Rh,I4/mmm,-0.787995868
708_Fe4Pd8,Pa-3,0.834007511
1382_In2Mn4,Pnnm,1.087186878
833_Sb3Ge,Cmmm,0.267484922
1023_Ac4I6,R-3c,-1.125473793
941_FeIn,P-6m2,0.331680491
1633_Ba5Sn3,Cmmm,-0.483340067
1675_AgBr2,Immm,-0.149193827
296_Ag2Ge2,Pmmn,0.173659046
3602_Al2Cu2,I4_1/amd,-0.129127748
2064_Cr3Br2,R-3m,0.680763117
4439_Mn12Sb12,Pbcm,0.154155594
4121_NaP3,Cmmm,0.311739266
3037_BaTh,Fm-3m,1.272712762
1507_Ge2As4,Pnnm,0.116254842
390_Pb6As2,Pmmn,0.289226671
350_FeAs3,Pmm2,0.243137471
798_Ba2Sn4,Cmcm,-0.483171714
1168_Pb5Sr24,I-43m,0.046959599
25_Fe4Na8,Pa-3,1.637144891
2617_BaIr,P4/mmm,0.452675607
3515_MnSb2,I4/mmm,0.148786023
2045_Ba8Cu4,Pnma,0.058806727
790_Ba5V,P4/mmm,0.534930523
1310_Ag4Mn2,I4_1/amd,0.55536556
2570_Ba2Cu,I4/mmm,0.026935742
342_Ag3Ge,Pmmm,0.080069417
3141_Cu2K4,Fd-3m,0.710650872
1477_CuFe,F-43m,1.532356133
3171_Sn6W2,Pmmn,0.478663991
3777_Eu3Fe,Fm-3m,0.468625109
31_CsNi,Amm2,1.207963595
532_AlPd,P4/mmm,-0.229941975
565_BaBr2,I4/mmm,-2.12463594
1171_Mo2P6,Pm-3n,0.057827405
3574_P3Br,Cmmm,1.078059089
386_Na2Pt2,Cmcm,-0.067834758
4592_In3Mn,Imm2,0.220462337
281_YbBi,F-43m,-0.141943046
1253_AgBr3,Cmmm,0.036724113
2020_AlPd2,P4/mmm,-0.094371799
2903_AlMn3,Pm-3m,0.004462528
2452_Ca3Mo,Cmmm,0.802133507
3298_AlCe,Pm-3m,-0.302513962
4186_Pd3Rb,P4/mmm,0.202850895
1027_CaFe,Cmmm,0.667004454
607_NaI,F-43m,-1.315696278
779_As4Br2,I4/mcm,0.445259841
1235_FePb,Pm-3m,0.829940089
1192_Ge8I32,Pa-3,-0.48771573
1611_Na4Pt2,Fd-3m,0.26133248
3314_PtBr5,Amm2,-0.087183569
2964_GaPd,Pm-3m,-0.602887439
2111_Ag2P,Fm-3m,0.14794574
4998_Al16Ge8,Fd-3m,0.200161423
643_Al4Pb8,Pnma,0.190216711
1422_Ba2Br,I4/mmm,-0.957112479
2630_CsBr,Pm-3m,-1.890507126
3239_Pb3V,Immm,0.381495492
160_Ba2Pt2,P6_3/mmc,-0.457916062
3911_Fe4Ir,I4/m,0.055287516
4293_KP2,Fm-3m,1.06242643
2065_KNa2,I4/mmm,0.009599848
1419_Fe2Pb4,Pnnm,0.47209988
3680_Pd4W2,I4/mcm,0.320497738
4445_Ca4Nb,Im-3m,0.743812102
735_CrSr3,P4/mmm,0.401953908
4163_AlBa3,P4/mmm,-0.02902679
2287_KNa2,I4/mmm,0.018462009
2204_Al2Cu6,Pmmn,-0.203306016
3629_Na2Sn2,Pmma,-0.211659102
2451_Fe2V,Fmmm,-0.080787561
3058_Ca2K6,Pm-3n,0.166856487
4640_Fe4As2,Fd-3m,0.288011547
4770_Cu8Ta4,Pa-3,1.151774004
1518_Mo2Pb4,Cmcm,0.562445441
4570_Ba2Ge6,I4/mmm,-0.021845724
1871_FeSb,P-6m2,0.127012734
1893_KPt,P4/mmm,0.161837973
2298_KNa3,P4/mmm,0.014730326
3114_Ag2Ge2,Cmme,0.197383977
2434_PtAs3,P4/mmm,0.201101748
2898_Ga2Mn4,Fd-3m,0.205556589
2060_BaFe2,I4/mmm,0.875597301
2190_Al2Cu4,Pnnm,-0.03420564
2411_Mn4Sn2,P6_3/mmc,0.070553784
1115_Ba4Ni6,R-3c,0.489477268
3005_MnSb,Fm-3m,0.145941509
1979_Fe2Pb2,P4/nmm,0.571258616
3354_Pb4As16,I23,0.336403778
365_In2Na2,P4/nmm,-0.095822274
4276_V8As16,Fd-3m,0.062488865
2807_Al2Na,I4/mmm,0.095978905
1018_AlPd3,P4/mmm,-0.590828595
4959_GaNa3,P4/mmm,0.011212322
2585_Ag4Br2,Cmcm,0.010720633
4088_Fe7Ge,Fm-3m,0.156770475
1379_Cu18As6,P-3c1,-0.068023161
2944_AlGa,Cmmm,0.069125203
3887_SmSb,R-3m,-1.577571802
4202_V2Br2,Imma,0.204938921
4941_YbGe,P4/mmm,-0.829015957
1470_Ir2Na2,Imma,0.481120475
4155_CaK,Fm-3m,0.497892519
4115_Al2In,P4/mmm,0.228498568
952_Pb2As4,Pnnm,0.136437087
3399_Al2Br2,P4/nmm,-0.334512774
3014_Ni2Ge2,Cmcm,-0.076261415
2346_Fe2Pt2,P4/nmm,23.19357049
4089_Al3Mo,Pmmm,-0.194468977
132_Au2In4,Pnnm,-0.141899587
1304_SrAs3,Pm-3m,-0.682675114
1665_Ba3Ta,Immm,0.904670441
1695_Al4Ce,I4/mmm,-0.322703684
203_NaPb3,Fm-3m,-0.054621946
343_TaGe3,Cmmm,0.210347076
3477_AlYb3,Fm-3m,-0.130208871
2548_K4As5,I4/mmm,-0.142775894
3607_Fe3As,Pm-3m,1.305270499
4300_BaPa,Fm-3m,1.441018763
4390_Ni12Sr4,Pnma,0.060011102
4308_Al2Mn4,I4_1/amd,0.385803826
326_Ba16Ir8,Fd-3m,0.079674601
173_Ba2V,I4/mmm,0.662151924
116_Ba2Ge2,Cmcm,-0.59158356
2600_Ag4Al,I4/m,-0.042324829
4596_KGe,Fm-3m,0.753832018
3507_Pb6As2,Pm-3n,0.170105357
3352_Ba2Sb,Fmmm,-0.13121249
1938_Al3Cr,Pm-3m,-0.111919337
4199_Sm4Sb8,Cmce,-1.20112288
1921_CsYb,F-43m,0.673670483
982_Cr2Na2,Cmme,0.605391053
4127_Ga2Th,P6/mmm,-0.663785173
145_Cu4Fe8,Pa-3,0.929034628
4713_Al2Ba4,I4/mcm,-0.016453509
239_Pb2Sb6,Cmcm,0.156305875
3647_In4Pt,Im-3m,-0.109899875
1454_Al2Sn6,Pmmn,0.10209394
2358_As5Br4,I4/mmm,0.066173448
4726_AlK,Pm-3m,0.551296799
4936_Pb3As,Fm-3m,0.158233634
2136_Cu3Sn,P4/mmm,0.063975122
560_Ir4As12,Im-3,-0.425362199
2382_VBr3,I4/mmm,0.116655452
585_AuNi,F-43m,0.964137558
2629_Mn3Ni,Fm-3m,0.06231507
3543_Al4Pt2,I4/mcm,-0.694845337
2003_Ba2V2,P4/nmm,0.701460076
3870_FeGe,P-6m2,-0.198881052
3055_AlPb3,Fm-3m,0.202653693
1540_Ag3P,Pm-3m,0.170472399
3702_Ni2P2,P4/nmm,-0.251001777
1450_Pb4V,Im-3m,0.316038244
2336_KNa3,P4/mmm,0.01290093
1418_Ag4Al2,I4/mcm,0.016722444
977_SmW,F-43m,2.654567875
937_V4Br2,I4_1/amd,0.60297282
3322_Al6Ge2,P6_3/mmc,0.025664196
3858_PI3,Pm-3m,0.819009104
2759_P2As6,Cmcm,0.278215754
3355_NaBr,Cmmm,-1.515036016
3440_Ba2Ir2,Pmma,-0.042445781
1881_IrPd7,Fm-3m,0.059720157
336_KP3,Pmmm,0.016365843
3253_Sr4V2,Cmcm,0.701903739
3383_InMn2,I4/mmm,0.264787264
4462_Al3Pb,Pm-3m,0.27505127
583_InBr5,Amm2,-0.271217736
3714_Fe2Sr6,I4/mmm,0.86470085
1986_SrI,Fm-3m,-1.142527408
2051_GaP7,Fm-3m,0.672940778
2444_AuAs4,I4/mmm,0.367400934
2815_Na5Pd,P4/mmm,-0.021621779
3183_Al4Sr2,Pnnm,0.287241426
4072_KPd5,Cmmm,0.237828788
679_GaMn2,I4/mmm,-0.054510671
1069_As2Br,I4/mmm,0.030412255
2622_Cr2As2,P4/nmm,0.007682049
2655_Ag4Al4,P4/mmm,-0.016892299
2073_BaBr2,I4/mmm,-2.124535582
2084_Ce4Sb8,Cmce,-1.009376811
1440_KI,R-3m,-1.585149885
2748_Pb7I14,P3m1,-0.675481223
2998_Ta3Sb5,Cmmm,0.373776306
3512_Pt6Br4,R-3c,0.473361067
4943_InK,R-3m,0.073459157
547_AgAl3,I4/mmm,0.032289277
4953_SnSb,Pm-3m,0.090380248
2480_NbP2,I4/mmm,-0.650531112
4011_SrBr,Fm-3m,-1.392575024
639_Ni2P2,P4/nmm,-0.16517427
1054_Sr16W4,I-43m,1.153766275
2109_BaCu5,Cmmm,0.249906316
4391_Ga13Nb5,Cmmm,-0.34967009
3036_Al4Mo4,Pnma,-0.178290137
3704_WBr,Pm-3m,1.58884029
2037_Al4Pd2,P4_2/mnm,-0.290829997
1599_Eu3Sm,Pm-3m,-0.112056115
1724_Al2Cu,Immm,-0.070089436
2447_Al3Cs,Fm-3m,0.624137615
3237_Cu2Fe,I4/mmm,0.103235333
4007_Ni4Ge2,Pnnm,-0.175661006
4607_In4Mo,I4/m,0.304001311
5000_Ga5Sr,Cmmm,-0.182498173
3808_In3W,C2/m,0.515205635
4059_Pb2P6,Pmmn,0.060828172
769_P16Br4,I23,0.585872713
3304_Sn2P4,Fd-3m,0.422942907
4419_Ag4Sr2,Fd-3m,-0.225255699
4589_AuPb3,Pmm2,0.061901491
1664_NaNi,P-6m2,0.482809702
2386_K6P2,I4/mmm,-0.108443065
4811_CuIn3,Fm-3m,0.207625157
1200_K4Ni2,Cmcm,0.674450358
1610_Cu2Ga2,Cmcm,0.051530697
3067_K4Ta2,I4/mcm,1.132250792
792_AuNp,F-43m,1.425636815
3107_GaIn,Fm-3m,0.093429496
3311_K4Mo2,Cmcm,0.930444832
1236_Ag2Ge4,Pnnm,0.298114538
1260_KP3,Cmmm,0.560068969
162_FeAs3,Imm2,0.088182167
295_Fe2Pb,Fm-3m,1.38281205
2079_Fe2Ga4,I4_1/amd,-0.004074824
3203_InSb2,I4/mmm,0.17270425
3300_Pd16Sb4,I-43m,-0.022115883
4162_TaSb3,P4/mmm,0.141027517
1594_SbI,Fm-3m,0.174166278
602_W2As2,P4/nmm,0.37091715
3513_AcSn,P4/mmm,-0.730674777
3872_P3Br,Pmmm,0.875868432
4319_Pd8Sn16,I4_1/acd,-0.559696166
2061_AsBr3,Pm-3m,0.517754134
209_CuI,P-6m2,0.163268241
2513_Ca2Rh4,I4/mcm,0.146911254
319_GaNa3,P4/mmm,0.024216855
2516_AgSn2,I4/mmm,-0.002024116
1609_CuRh,F-43m,1.389522879
4480_Al3Ge,Fm-3m,0.070760718
2312_In6Mn18,Pmmn,0.33453048
2938_KP,F-43m,0.7114023
4609_Ni2P2,Cmcm,-0.244429535
789_AuP3,Imm2,0.451123756
1711_Fe3Pb,Pm-3m,3.160255628
2739_As4Br2,Cmcm,-0.173484756
4149_Ba4Ni2,Cmcm,0.122773868
3712_Na5Pt,Cmmm,-0.025345917
4299_Ga2Ge6,Pmmn,0.241580784
4975_AlRb,P4/mmm,0.630205745
3536_Fe3Yb,Fm-3m,0.319156659
3365_Al2U2,P6_3/mmc,1.3398043
1152_K2P2,Cmcm,-0.416368688
201_CrPd,Fm-3m,0.778620563
2986_Al2Ba,I4/mmm,0.001411288
4752_CaAs3,Immm,-0.350237489
1619_Fe3V,Fm-3m,-0.183079084
1580_Ag2Br2,P2_1/m,-0.426651563
2146_Fe3Pd,Pm-3m,0.057420339
4734_Fe4Pd6,Fdd2,-0.023473629
1959_Pb5Sb3,Cmmm,0.04429302
3527_AgBa,P4/mmm,-0.032903648
2743_Al5Sb,P4/mmm,0.127844378
2993_Ba8Cu4,Pa-3,0.05283667
1126_Mn4Sn,I4/m,0.224601047
4930_Cu4Yb2,Imma,-0.293062361
2595_As2Br6,Pm-3n,0.390376779
224_K2As6,I4/mmm,0.018315275
1978_InNb,Fm-3m,0.637336496
1490_PbSb3,Immm,0.125102714
218_Ag5Al2,I4/mmm,-0.004772108
2746_RhBr,R-3m,0.351235664
731_Cr6Pb18,Pmmn,0.859771015
3694_P2Br2,Pmmn,0.1930605
4961_IrNa3,Pmm2,0.374096395
2805_Pb8As4,Pa-3,0.05847845
1148_As4Br,I4/mmm,0.047409321
2466_Pb24V5,I-43m,0.439527728
2819_Sn2Ta,I4/mmm,0.050175613
4533_Al2Fe2,Cmcm,-0.165962113
2518_P3Br,Pm-3m,1.917565215
1670_InBr3,Immm,-0.557991015
75_Fe8Pt,I4/mmm,-0.052167407
150_YbP,R-3m,-0.84826529
1173_GaP4,Im-3m,0.635133889
3007_Ca2Cu4,Pnnm,0.183005648
2946_Ga3Th,Pm-3m,-0.505578922
82_Al2Sn6,Cmcm,0.093478748
1143_Au2As2,P4/nmm,0.232999308
765_K2As2,P4/nmm,-0.160895112
4172_Al5Mn24,I-43m,-0.147773805
1458_CsYb,F-43m,0.703746859
1289_Bi16I4,C2/m,-0.140545473
4967_PtYb,R-3m,-0.881391785
2076_K5P3,Cmmm,0.022912395
3861_FeRb,Amm2,1.447693114
4865_Ag2Ga,Immm,-0.013722788
4986_Pb2Sr2,Pmma,-0.605688154
2048_Ca4P2,Pnnm,-0.895590296
1144_Ce3Sn,Pm-3m,-0.515539119
2955_Ni3Sr,Cmmm,0.520332761
4793_AlTa,Fm-3m,0.469348529
531_Pb3Ta,I4/mmm,0.705916169
4294_Cr2As4,C2/m,-0.462095607
3386_Ag5P,F-43m,0.34445369
1992_CaGe3,Fm-3m,-0.283552017
2240_Fe4Pb8,Pnma,0.817978377
2871_Fe6Ga2,Cmcm,-0.122470992
2849_Pd4As2,Pnnm,-0.29423514
4222_Ag4Na2,Pnnm,0.016511682
712_PtSb3,P4/mmm,0.003775712
684_AgAs,Fm-3m,0.035594164
2055_Fe2As4,Pnnm,-0.272678497
4371_Pb6Sb18,Pmmn,0.120000263
4143_Cu8In16,Fd-3m,0.079497094
2397_Ba5V,P4/mmm,0.532105161
2151_Ba3Ta,P4/mmm,0.849643378
