file_name,formula,space_group,value_per_atom,composition,HHI_P,HHI_R
4206_PbSb3,PbSb3,I4/mmm,0.2203488826656587,Sb3Pb,6017.942984907771,2820.905533817775
4207_K4Pd2,K4Pd2,Pnnm,0.0843341938906068,K2Pd,2564.656807676016,7661.150297427209
4208_Sb8P4,Sb8P4,Pa-3,0.2323574671258956,Sb2P,7234.246452566016,3591.827293328437
4209_PdGe2,PdGe2,Immm,-0.0960783464424916,Ge2Pd,4412.109654350417,4479.110051648789
4210_Mo2W4,Mo2W4,Cmcm,-0.0028610466844322,MoW2,6048.091109097969,4506.936715413485
4211_AgSr3,AgSr3,P4/mmm,-0.1333091971026072,Sr3Ag,3327.110913062454,2534.459153633309
4212_Fe16W8,Fe16W8,Fd-3m,0.5076754801286446,Fe2W,5261.516597299767,3203.999593949854
4213_CaSb,CaSb,P4/mmm,-0.8106477564381542,CaSb,6909.429182268688,2929.478861577627
4216_Pd2P,Pd2P,I4/mmm,-0.2964587169428299,PPd2,3047.553665161854,7631.588024141148
4217_Mo3Nb,Mo3Nb,Immm,-0.0921436769856338,NbMo3,3888.546493678741,6154.084053750097
4218_PbP3,PbP3,P4/mmm,0.5421844827604634,P3Pb,2483.27128652914,2821.721077791197
4220_IrSm3,IrSm3,I4/mmm,-0.5846968306787721,Sm3Ir,8304.80089290017,4892.798660649747
4221_Au2Mn,Au2Mn,I4/mmm,-0.089335500206479,MnAu2,1161.195780750309,1097.913249200495
4222_Ag4Na2,Ag4Na2,Pnnm,0.0165116819565905,NaAg2,1190.369816032596,1313.328344293365
4223_K8As8,K8As8,P2_12_12_1,-0.713846988178084,KAs,2751.347703339505,5097.304593320991
4224_FeMo2,FeMo2,I4/mmm,0.1637340308112816,FeMo2,2400.0,4420.817438692098
4225_CsMn,CsMn,Fm-3m,1.377763715437709,CsMn,4713.144708285081,4771.63813063576
4226_Au2V6,Au2V6,Pm-3n,-0.0374003777432081,V3Au,2061.184918074624,2048.565365172317
4227_Sn3Sb,Sn3Sb,Immm,0.0335006972881908,Sn3Sb,3950.369331854611,2058.615999497792
4228_Mo3Nb,Mo3Nb,Immm,-0.0910283442660997,NbMo3,3888.546493678741,6154.084053750097
4229_MoP3,MoP3,P4/mmm,-0.0003381909733004,MoP3,2203.196752562619,5201.598376281308
4230_NbPd2,NbPd2,P4/mmm,0.3503046510252652,NbPd2,4810.497609162208,8243.093978741466
4231_AuBa,AuBa,Pm-3m,-0.7055677220240955,BaAu,1880.515463640283,1534.03689617493
4233_Ir2Ni2,Ir2Ni2,Imma,0.1240748108296081,NiIr,4447.352122510664,7322.19469579579
4234_CaW3,CaW3,Fm-3m,0.877911644159294,CaW3,6789.98948610374,4110.313084222733
4235_Ag3Na5,Ag3Na5,Cmmm,-0.0012180582987706,Na5Ag3,1173.78909062428,1164.101815618522
4237_Mo3P,Mo3P,P4/mmm,0.0348839204519695,Mo3P,2361.136301029629,5280.568150514814
4238_Mn3Sb,Mn3Sb,Pm-3m,0.1085140340628285,Mn3Sb,4276.752387301108,2479.810130108218
4239_Sr3Ta,Sr3Ta,I4/mmm,0.8742473959707291,Sr3Ta,3425.338288270141,3733.890042691446
4241_Au8Rh4,Au8Rh4,Pnma,0.1711982711978444,RhAu2,1534.953188966757,2449.843963222522
4242_PtV5,PtV5,F-43m,-0.0809234845314452,V5Pt,4254.18610622922,5872.209457048433
4244_AgIr3,AgIr3,Pm-3m,3.4604658513367634,AgIr3,4822.395544200952,7886.61527682496
4245_Cu2Mn,Cu2Mn,Immm,0.4952616009620237,MnCu2,1600.0,1590.542270096126
4246_AuW4,AuW4,I4/m,0.4205974914697705,W4Au,5753.545382336948,3602.830468086767
4247_MnRh3,MnRh3,P4/mmm,0.0642769134889844,MnRh3,2958.284687463482,7063.353163920995
4249_AuRh,AuRh,Pm-3m,0.2785169400110483,RhAu,1820.645809796977,3402.152699323257
4250_Ba4Ca2,Ba4Ca2,Cmcm,0.0320475488332038,Ba2Ca,3114.606077551695,2198.12793106516
4251_Pd2P,Pd2P,I4/mmm,-0.2900332965915086,PPd2,3047.553665161854,7631.588024141148
4252_AlCu3,AlCu3,Imm2,-0.1649203732823112,AlCu3,1600.0,1438.007545706652
4253_Au2Ge4,Au2Ge4,I4/mcm,0.152505619377352,Ge2Au,2882.854980205806,1382.040352901244
4255_Au2Mn,Au2Mn,I4/mmm,-0.0971041462008267,MnAu2,1161.195780750309,1097.913249200495
4257_Fe2Sb2,Fe2Sb2,Imma,0.4179474835499421,FeSb,6170.614566031361,2771.13256946595
4258_Al5Ni,Al5Ni,Amm2,-0.1007123025640458,Al5Ni,1418.099993887948,1151.58333842671
4260_MoW,MoW,Pm-3m,-0.0115632644363721,MoW,5422.603474158268,4642.912288226464
4261_Mo4W16,Mo4W16,I-43m,0.9989554266022864,MoW4,6469.115842656081,4415.409599422591
4262_Ba2P,Ba2P,I4/mmm,-0.7444133013472781,Ba2P,2898.655273338683,2583.765234651687
4263_Ag2Sr,Ag2Sr,I4/mmm,-0.1945276093546164,SrAg2,2066.505536062532,1862.136285900017
4264_MoBr3,MoBr3,Imm2,-0.3920457264089467,MoBr3,3042.751421114726,6442.669193092846
4265_Ba2Ni6,Ba2Ni6,I4/mmm,0.6240558499667035,BaNi3,1876.348724598541,1850.539489839417
4266_IrMo3,IrMo3,Cmmm,0.0075335950078798,Mo3Ir,3641.305774346561,6821.600626618365
4267_Ba3Ge,Ba3Ge,P4/mmm,-0.2287610492721032,Ba3Ge,3344.74775133558,2240.043869332942
4268_In4W8,In4W8,Pnma,0.5404186690897484,InW2,6119.526713064096,3752.678767580384
4269_AuNi2,AuNi2,Immm,0.1135973976274199,Ni2Au,1062.657693037163,1186.711534814186
4270_Mo2V6,Mo2V6,Cmcm,-0.0734245459992521,V3Mo,2952.900634937863,4132.765326242289
4271_MnBr2,MnBr2,P-3m1,-0.985413620866448,MnBr2,2865.092449083288,5595.277347249865
4272_RbW,RbW,F-43m,3.473318277164075,RbW,6682.63897295214,4839.513745981365
4273_AgSr3,AgSr3,P4/mmm,-0.1419343204578349,Sr3Ag,3327.110913062454,2534.459153633309
4274_Fe8W4,Fe8W4,Pa-3,1.27481575434075,Fe2W,5261.516597299767,3203.999593949854
4275_Ta2P4,Ta2P4,I4/mcm,-0.5957414793266563,TaP2,2223.488642049399,4876.511357950602
4276_V8As16,V8As16,Fd-3m,0.0624888650882127,VAs2,3300.0,3847.772763562164
4278_CuTa3,CuTa3,Immm,0.1501830417095071,Ta3Cu,2226.644195306503,4454.179777873514
4279_Fe4W2,Fe4W2,Fd-3m,-0.0117364097206985,Fe2W,5261.516597299767,3203.999593949854
4280_Al10Ta20,Al10Ta20,P4_2/mnm,-0.0910167770230183,Ta2Al,2251.431783012288,4536.34396492385
4281_NiGe2,NiGe2,P4/mmm,0.066839860205236,NiGe2,4062.673858454093,1784.899893809683
4282_AlSn,AlSn,Fm-3m,0.0668889507328112,AlSn,2414.803667671611,1488.882200602966
4283_Cu2Mn2,Cu2Mn2,Cmcm,0.2471525421194602,MnCu,1600.0,1639.102387161073
4284_MoW5,MoW5,Cmmm,0.0012216927512819,MoW5,6565.257993971274,4394.509131745374
4285_In2Mn,In2Mn,I4/mmm,0.2163870694935195,MnIn2,2971.808873152856,1961.389279194454
4287_Ba4W2,Ba4W2,Pnnm,1.4642914263667777,Ba2W,4603.859592491941,3101.92979624597
4288_AuYb,AuYb,Pm-3m,-1.0277863141157448,YbAu,5028.405930544438,1982.10148263611
4289_K32Ge32,K32Ge32,P-43n,-0.2314262604501489,KGe,4040.325564287267,3754.520697021522
4290_Mo2W2,Mo2W2,Fd-3m,-0.0119251779004159,MoW,5422.603474158268,4642.912288226464
4291_MoBr,MoBr,Cmmm,0.9804332898592608,MoBr,2808.962489479311,6027.044425740998
4292_Au6Mn2,Au6Mn2,I4/mmm,-0.0405193873597822,MnAu3,1142.532389001626,1068.051822402603
4293_KP2,KP2,Fm-3m,1.0624264301844708,KP2,1883.91910189183,5912.566286757185
4294_Cr2As4,Cr2As4,C2/m,-0.4620956065782605,CrAs2,3248.477724605664,4025.761137697168
4295_AuAs5,AuAs5,Cmmm,0.4915406082243644,As5Au,2541.872407727783,2966.189646901523
4296_Ba5Rh,Ba5Rh,Cmmm,0.0985829817622795,Ba5Rh,3026.067187180392,3042.914834641162
4297_Ca2Br2,Ca2Br2,Fd-3m,-0.6922187046404753,CaBr,3500.420063009451,5096.219432914937
4298_MoW5,MoW5,F-43m,0.4405019749326466,MoW5,6565.257993971274,4394.509131745374
4299_Ga2Ge6,Ga2Ge6,Pmmn,0.2415807844033328,GaGe3,5348.478843566504,1900.0
4301_RhW4,RhW4,I4/mmm,1.1430705070741864,RhW4,6533.511876607113,4754.212120145706
4302_Rh2As4,Rh2As4,Cmcm,-0.1859461427662717,As2Rh,3259.285448352455,5628.582065901824
4303_AuRh3,AuRh3,Pmmm,0.1418375503469873,Rh3Au,2382.037485024044,5273.458283413479
4304_Mn2Rh2,Mn2Rh2,P4/nmm,1.0151847718994276,MnRh,2643.113926515019,5842.066465245696
4305_InPd,InPd,P-6m2,-0.4227868516602266,InPd,3251.897956047334,4886.122637159981
4306_K3V,K3V,Pmm2,0.8623195553608953,K3V,2184.475416735023,6049.37088525432
4307_Au3Nb,Au3Nb,C2/m,-0.0066006916361915,NbAu3,2105.412535908005,2059.7591594706
4308_Al2Mn4,Al2Mn4,I4_1/amd,0.3858038264970271,Mn2Al,1600.0,1642.279666096743
4309_SrBr,SrBr,P-6m2,-1.4833767957406825,SrBr,3770.726582459827,4860.184809340752
4310_Ca2Mo2,Ca2Mo2,Imma,0.4960835738562963,CaMo,2841.978267582232,4180.321722125013
4311_NaTa,NaTa,P4/mmm,1.0824819908627168,NaTa,2164.724717415356,4315.26357073836
4312_CeSm,CeSm,Fm-3m,0.2714352747135438,CeSm,9500.0,3100.0
4313_Rh3Ta,Rh3Ta,Pmm2,-0.4051768741573873,TaRh3,2867.418953365569,6817.489611966465
4314_Ag2Al4,Ag2Al4,Fd-3m,0.1908437062868871,Al2Ag,1333.381082158326,1266.618917841674
4315_Mo3V,Mo3V,Pm-3m,0.3792234579534757,VMo3,2535.338136122316,5014.28615707511
4316_Cu3Ta,Cu3Ta,Immm,0.2003392939363832,TaCu3,1940.872790968268,3106.971728850407
4317_Ag4Nb2,Ag4Nb2,Cm,0.2673313436111317,NbAg2,3397.415970657081,3627.517559296219
4319_Pd8Sn16,Pd8Sn16,I4_1/acd,-0.5596961660742501,Sn2Pd,2785.702652396464,3580.828292228944
4320_TaSb3,TaSb3,Cmmm,0.4794987944840185,TaSb3,6044.898557722831,3863.775360569291
4321_MoW2,MoW2,Immm,0.4640619945655662,MoW2,6048.091109097969,4506.936715413485
4322_K2Sn6,K2Sn6,Pm-3n,0.0649611003597767,KSn3,2510.966724801842,2153.984823455203
4323_Au4Na2,Au4Na2,Fd-3m,-0.3609220344025997,NaAu2,1100.0,972.4292322650429
4325_Au4Ba2,Au4Ba2,Pnnm,-0.5351719339405504,BaAu2,1591.136603966323,1336.040834292747
4326_VAs7,VAs7,Fm-3m,0.4766247840716735,VAs7,3300.0,3946.879930871559
4328_AuCu,AuCu,Pm-3m,-0.0597546096257533,CuAu,1221.96340515148,1121.96340515148
4329_Na5Pb,Na5Pb,Cmmm,-0.0854004033022069,Na5Pb,2129.089514690871,1336.135230686333
4330_Mo2P,Mo2P,I4/mmm,-0.2007091096885993,Mo2P,2344.405224803878,5272.202612401939
4331_Rh3Ta,Rh3Ta,Imm2,-0.3658550965484686,TaRh3,2867.418953365569,6817.489611966465
4332_Fe3Ge,Fe3Ge,Pm-3m,-0.1030593229876171,Fe3Ge,3277.093785781201,1551.223066514
4333_MoSr3,MoSr3,Pmm2,0.9261985218621888,Sr3Mo,3718.695652173913,3615.0
4334_CuSb3,CuSb3,P4/mmm,0.2871325776202331,CuSb3,6966.42834156511,3118.446642694239
4335_Fe3K,Fe3K,Fm-3m,1.8156021498517223,KFe3,2267.548889748168,2497.452056372327
4336_In16Sn4,In16Sn4,I-43m,0.0915696363380483,In4Sn,3156.229086718964,1917.845192410836
4337_Al12As17,Al12As17,I-43m,0.0631815920846978,Al12As17,2955.435298915023,3391.944645144159
4338_VP3,VP3,Pm-3m,0.3957803432569173,VP3,2460.327175924426,4498.033693021905
4339_AlCu2,AlCu2,Immm,-0.20682742671996,AlCu2,1600.0,1412.439414174654
4340_W2P2,W2P2,I4_1/amd,0.2953934385766779,PW,6279.055454556957,4415.351127270887
4341_Mo12Rh12,Mo12Rh12,Pbcm,-0.0368725320621348,MoRh,2814.011883598069,6697.290107143485
4342_InSn,InSn,Pm-3m,-0.0829382529904796,InSn,2944.166866499948,1796.666780857113
4343_AlK4,AlK4,I4/mmm,0.4386963169198887,K4Al,1685.286120211544,6287.739453115709
4345_MoP3,MoP3,P4/mmm,0.3445089633266329,MoP3,2203.196752562619,5201.598376281308
4346_KV3,KV3,Imm2,1.2695272567403224,KV3,2974.049774180035,4174.131786322418
4347_AuV,AuV,P4/mmm,0.1783313605397838,VAu,1552.067980086602,1493.165069185384
4348_Cu3Br,Cu3Br,Pmm2,0.1835211112072219,Cu3Br,2102.091357349321,3094.878429227254
4349_Ir3Ta3,Ir3Ta3,Cm,-0.4347810583230007,TaIr,3948.318030356982,7014.927353292196
4350_Au2Ni2,Au2Ni2,Cmcm,0.1379700411721982,NiAu,1077.042397278864,1114.788013605681
4351_BaRh3,BaRh3,P4/mmm,0.3275921122123266,BaRh3,3138.424391342997,6245.09515327541
4352_Mn2Rh4,Mn2Rh4,Cmcm,0.0299697213341948,MnRh2,2862.890914902488,6693.70229524714
4353_Ba7P,Ba7P,Fm-3m,0.046327332024564,Ba7P,2968.784717933414,2387.402789786442
4354_Fe3Bi,Fe3Bi,Pm-3m,0.3277642144979555,Fe3Bi,4009.610549794245,3953.175354846044
4355_Mo6Rh18,Mo6Rh18,Pmmn,-0.182751220239588,MoRh3,3010.328018949405,7359.857063954242
4356_Fe5Sb3,Fe5Sb3,Cmmm,0.3266920626745477,Fe5Sb3,5517.182954360322,2533.521074312845
4357_Au2Fe2,Au2Fe2,Pmmn,0.2273726575768231,FeAu,1387.164469122851,1088.358298191647
4358_Cu4Ir,Cu4Ir,I4/mmm,0.4572899932894181,Cu4Ir,3279.311426273687,4772.504317866672
4359_MoPd,MoPd,P4/mmm,0.0242015109187416,MoPd,2820.715556434078,6719.915002965014
4360_Mn4W2,Mn4W2,Cmcm,0.2035748244125805,Mn2W,4979.916980373802,3364.776379802686
4362_PbGe2,PbGe2,I4/mmm,0.2158120200137189,Ge2Pb,3771.629596005447,1841.216522923286
4363_Al4Sr2,Al4Sr2,Pnnm,0.2809149352770609,SrAl2,3209.034105666408,2237.718542820314
4364_Al3Ni,Al3Ni,Imm2,-0.2242332681677492,Al3Ni,1347.804780823877,1210.16268264677
4365_Ba2W2,Ba2W2,Imma,1.030850390101512,BaW,5289.649932900952,3444.824966450476
4367_PbGe,PbGe,P4/mmm,0.229419473115144,GePb,3374.899942824472,1825.957690108634
4368_Mo17Pd12,Mo17Pd12,I-43m,0.2563564100439517,Mo17Pd12,2751.315327955103,6485.689231848474
4369_Rh4Ge2,Rh4Ge2,Cmcm,-0.2143445395982084,GeRh2,3747.830677569841,6408.682317535221
4370_Rh3Sb,Rh3Sb,Immm,-0.2063562446620768,SbRh3,4529.391964485867,6698.892970928727
4371_Pb6Sb18,Pb6Sb18,Pmmn,0.1200002632881756,Sb3Pb,6017.942984907771,2820.905533817775
4372_Au4Fe,Au4Fe,I4/m,0.0940818174179668,FeAu4,1186.046615785659,1026.475881780203
4373_Ca2As6,Ca2As6,P-1,-0.953861079987993,CaAs3,3390.79650268008,3621.681238832998
4374_Fe3W,Fe3W,Fm-3m,0.042603553216491,Fe3W,4806.727854855923,2917.284951974386
4375_BaAs,BaAs,Fm-3m,-0.9919125426882248,BaAs,3105.896952912763,2900.082733172327
4377_MnPd3,MnPd3,Imm2,-0.1615328336668762,MnPd3,2965.095320046368,7089.744365179674
4378_Au2As4,Au2As4,Pnnm,0.0144955617245739,As2Au,2050.535623464517,2296.184941087978
4380_Pt2As4,Pt2As4,Pnnm,-0.4910888935308979,As2Pt,4544.276473412361,6884.459097455928
4381_MoPd4,MoPd4,Im-3m,0.6319045285055118,MoPd4,3052.85840266861,7503.397109006557
4382_Ba3Ga5,Ba3Ga5,Cmmm,-0.1704261584929725,Ba3Ga5,4145.861271949892,2116.662196488017
4383_V18W6,V18W6,Pmmn,0.1444451908513369,V3W,5320.432804765576,3891.456628186222
4384_AlK5,AlK5,P4/mmm,0.1901957953294963,K5Al,1687.871996188935,6448.063763713973
4385_Al3Cs,Al3Cs,Pm-3m,0.8151148327681543,CsAl3,4334.551336127541,4107.444700144933
4386_Cu4K8,Cu4K8,Pa-3,0.3554414266929508,K2Cu,1655.168029935954,4644.577706349397
4387_AgSn3,AgSn3,P4/mmm,0.00321990824178,AgSn3,2274.534340865977,1553.504905837997
4388_Nb2Ni4,Nb2Ni4,I4_1/amd,0.0333005873831287,NbNi2,4313.4590955351,4725.10018632083
4389_CuBr3,CuBr3,Pmm2,0.0078963335368147,CuBr3,2943.774607759729,5768.460518766199
4390_Ni12Sr4,Ni12Sr4,Pnma,0.0600111016735347,SrNi3,2063.268059713265,1998.406902990593
4391_Ga13Nb5,Ga13Nb5,Cmmm,-0.3496700897289181,Nb5Ga13,6516.532416039349,4238.024556890504
4392_Eu4I8,Eu4I8,P2_1/c,-1.877240265112853,EuI2,6622.723057875668,4163.341478611166
4393_V6W18,V6W18,Pmmn,0.4443461860250674,VW3,6687.144240752313,4223.899950453265
4394_In5Sb,In5Sb,P4/mmm,0.0245841235107479,In5Sb,4104.909103973558,2244.972335991952
4395_In3Mn,In3Mn,Cmmm,0.2284877334658102,MnIn3,3066.157895057725,1972.489164124438
4396_Au2Fe4,Au2Fe4,I4/mcm,0.4657313841943183,Fe2Au,1570.416037055087,1144.74339601695
4397_EuTa,EuTa,Fm-3m,1.9821528238551585,EuTa,5586.577817529371,4024.00245975001
4398_KGe3,KGe3,Immm,0.2251137099133981,KGe3,4752.358528556138,2706.24994407013
4399_NbNi2,NbNi2,I4/mmm,-0.2620564037436684,NbNi2,4313.4590955351,4725.10018632083
4400_PdTa,PdTa,P4/mmm,-0.2949298433654892,TaPd,2633.294034114042,5985.045454627705
4401_Ag12P17,Ag12P17,I-43m,0.120738424806306,Ag12P17,1431.328697700811,2469.89522686625
4402_BaP3,BaP3,Pm-3m,1.7239127617203445,BaP3,2596.430064196004,3429.995820251188
4403_Ba4Rh2,Ba4Rh2,Cmcm,-0.0327557695338812,Ba2Rh,3054.510878417838,3853.560034908405
4404_Al2Cu4,Al2Cu4,Cmcm,-0.0829668452392239,AlCu2,1600.0,1412.439414174654
4405_FeGe3,FeGe3,Pm-3m,0.5245141898888992,FeGe3,4708.432414662211,1798.005588734864
4406_Al3Ca,Al3Ca,Pm-3m,-0.1485498107579226,CaAl3,2361.670861191219,1165.580621998091
4407_Al17As12,Al17As12,I-43m,0.0187716242959471,Al17As12,2725.690198843782,2986.512115606674
4408_Cu17In12,Cu17In12,I-43m,0.2514156314578594,In12Cu17,2552.886011867713,1780.260591725798
4409_Au2Br,Au2Br,I4/mmm,0.2718252220490837,Au2Br,1470.989915948716,1994.927501862465
4410_CeCu5,CeCu5,P6/mmm,-0.1502946904905435,CeCu5,4017.660960235538,1989.652852705932
4412_NbNi2,NbNi2,I4/mmm,-0.2972245130050706,NbNi2,4313.4590955351,4725.10018632083
4413_MoW3,MoW3,Pmm2,0.4838752111837507,MoW3,6318.376424798443,4448.179038087294
4414_MoW2,MoW2,I4/mmm,-0.0054168026914638,MoW2,6048.091109097969,4506.936715413485
4415_Fe3Br,Fe3Br,Pmmm,0.8483269798622297,Fe3Br,2690.631630422044,3176.082185912488
4416_AlMo,AlMo,Pm-3m,0.076944126559888,AlMo,2224.398302154022,4356.140874077865
4417_Ca4Ge,Ca4Ge,Im-3m,-0.1180823670313536,Ca4Ge,4336.553453071878,1624.729558020537
4418_Na4Sr,Na4Sr,Im-3m,0.3768492047214097,Na4Sr,2612.548145118789,1719.79689122483
4419_Ag4Sr2,Ag4Sr2,Fd-3m,-0.2252556994140283,SrAg2,2066.505536062532,1862.136285900017
4420_Au3P4,Au3P4,I4/mmm,0.0064831113172161,P4Au3,1255.996588419287,1710.651125021196
4421_Ir2Mn44,Ir2Mn44,Fd-3m,0.1065903814918346,Mn22Ir,2135.135214198876,2801.663349654306
4422_PAs3,PAs3,Immm,0.4020973050781125,As3P,3142.550570844298,4133.226440054825
4424_Ni3P,Ni3P,Immm,-0.3095052203257662,Ni3P,1149.592703760964,2038.533733539472
4425_Au2Sb2,Au2Sb2,Fd-3m,0.2069522440366871,SbAu,3697.737623812592,1916.848573110326
4426_In2Nb,In2Nb,Fm-3m,0.5931966225101638,NbIn2,4797.828521014821,3958.698835173226
4427_Pd6P2,Pd6P2,Cmcm,-0.0517859647767435,PPd3,3093.875124466156,7743.531550793209
4428_FeMn5,FeMn5,F-43m,0.1748406066285154,Mn5Fe,1735.162598782021,1732.41870060899
4429_NaSb3,NaSb3,Immm,-0.0525864033552427,NaSb3,7497.366461483993,3228.288637985821
4430_MoYb,MoYb,P4/mmm,0.5927353378973717,YbMo,6967.566361811286,3884.697747044389
4431_Au2V2,Au2V2,P4/nmm,0.0249428442236858,VAu,1552.067980086602,1493.165069185384
4432_In11Sr3,In11Sr3,Immm,-0.3222818449235483,Sr3In11,3455.043260906323,2172.270289895914
4433_BaIn3,BaIn3,P4/mmm,-0.2974247195844026,BaIn3,3214.487910482148,2085.512089517852
4434_BaW5,BaW5,Amm2,0.8998810528593069,BaW5,6480.08143663153,4040.040718315764
4435_Na2Pd6,Na2Pd6,I4/mmm,-0.0039800834452812,NaPd3,3058.937770536515,7496.206323344698
4436_FeMn3,FeMn3,Cmmm,0.100148581130357,Mn3Fe,1802.466124957845,1698.766937521078
4438_AlFe3,AlFe3,Immm,-0.1897415479368378,AlFe3,2289.031385015609,1344.515692507804
4439_Mn12Sb12,Mn12Sb12,Pbcm,0.1541555942751363,MnSb,5941.23648623277,2902.536250471815
4440_Fe3Pd,Fe3Pd,Cmmm,0.0872960532260496,Fe3Pd,2710.766366739063,3963.82252559727
4441_Rh5As,Rh5As,F-43m,0.4701166732585164,AsRh5,3212.710444379337,7491.582224826537
4442_Mn2Ta4,Mn2Ta4,I4/mcm,-0.0182772382291886,Ta2Mn,2207.741092400123,4404.604681714814
4444_Al4Ba3,Al4Ba3,I4/mmm,0.0292033668084903,Ba3Al4,2709.377693918497,2030.136430067176
4445_Ca4Nb,Ca4Nb,Im-3m,0.7438121018970222,Ca4Nb,5587.75010723945,4178.386039749563
4446_Sn8I32,Sn8I32,Pa-3,-0.5442849740864955,SnI4,4464.073373198715,4193.493388798212
4447_V12W4,V12W4,Pnma,0.1295615667311391,V3W,5320.432804765576,3891.456628186222
4449_K3Pd,K3Pd,Immm,0.0902629690702925,K3Pd,2413.542102023603,7580.555787745921
4450_Al3Sb,Al3Sb,P4/mmm,0.170681241367423,Al3Sb,5384.265084307962,2441.624794022081
4451_Ca5Ge,Ca5Ge,F-43m,0.2746564330536423,Ca5Ge,4272.471889535947,1606.420539867414
4452_K2Pd4,K2Pd4,Pnnm,0.958128436165806,KPd2,2967.215028441487,7875.848015168794
4453_Au3Sn,Au3Sn,Fm-3m,-0.0548105807840317,SnAu3,1350.933715031607,1100.373486012643
4454_MoSr,MoSr,P4/mmm,1.4422288245039052,SrMo,3259.206798866856,4202.124645892351
4455_NiGe5,NiGe5,P4/mmm,0.1534593577210206,NiGe5,4701.788176823814,1844.35238854175
4456_Ga4Mn8,Ga4Mn8,Pa-3,0.8996624400047596,Mn2Ga,3114.037181368793,1838.821466188944
4457_Ca3V,Ca3V,P4/mmm,0.6160135411991172,Ca3V,3721.44115250138,2065.436350412296
4458_Fe3Nb,Fe3Nb,Fm-3m,-0.0722045087948419,NbFe3,4576.03254137265,4039.777181337313
4460_SbP,SbP,Fm-3m,0.0811624920790903,SbP,6703.50491334064,3744.752821579815
4461_Mo8Ni4,Mo8Ni4,Pa-3,0.7993973341064257,NiMo2,2072.069102306948,4409.901849118861
4462_Al3Pb,Al3Pb,Pm-3m,0.2750512699404068,Al3Pb,2390.991701743955,1575.266692177422
4463_Mo6W2,Mo6W2,Cmcm,0.4508075929566892,Mo3W,4192.952550566087,4910.227706398678
4464_CsYb,CsYb,R-3m,0.2117052403539379,CsYb,7979.568567660738,4359.786043938247
4465_Pd2P2,Pd2P2,Cmme,-0.0748898037399525,PPd,2929.474512823952,7346.230072657883
4466_Ag5Pt6,Ag5Pt6,P1,0.0378372249416071,Ag5Pt6,4143.639452698929,6671.168322274826
4467_Ba4Fe2,Ba4Fe2,C2/m,0.9680279891977884,Ba2Fe,2898.616939839455,2147.925409759182
4468_PdSn2,PdSn2,I4/mmm,-0.3196629277584938,Sn2Pd,2785.702652396464,3580.828292228944
4469_GeAs,GeAs,Immm,0.208114042910724,GeAs,4284.537982781429,2966.2351180795
4470_Al2In,Al2In,I4/mmm,0.1566495902955118,Al2In,2756.472059771876,1680.277682218751
4472_MnSb2,MnSb2,Immm,0.1504747922415295,MnSb2,6740.340579527685,3105.483321784809
4473_Ba4In,Ba4In,Im-3m,0.1451732176930757,Ba4In,3051.865760412934,2248.134239587067
4474_Ni4Ta16,Ni4Ta16,I-43m,0.5509188345813755,Ta4Ni,2202.488318880318,4552.470347926961
4475_AlNi3,AlNi3,Immm,-0.4056051678421566,AlNi3,1079.724143364544,1433.56321386288
4476_Ga3K,Ga3K,Cmmm,0.3125029998473985,KGa3,4901.55815929041,2734.668883094955
4477_Na2Pd,Na2Pd,Immm,-0.059035687527869,Na2Pd,2566.42176289802,5737.220581778644
4478_K3Ta,K3Ta,Cmmm,1.1691466944339015,K3Ta,2064.02801771094,5743.887929156239
4479_AlMn4,AlMn4,Im-3m,1.008851761143592,Mn4Al,1600.0,1712.516088184147
4480_Al3Ge,Al3Ge,Fm-3m,0.0707607175218676,Al3Ge,3349.966939071511,1425.667633828205
4482_Ba2In4,Ba2In4,Fd-3m,-0.4352745821380361,BaIn2,3187.732278186084,2112.267721813916
4483_Ir2Mo,Ir2Mo,Fmmm,3.5922447122469983,MoIr2,4880.86990553194,8341.066335813346
4484_IrMo,IrMo,Fm-3m,0.792264955653728,MoIr,4467.875151393164,7834.81470170775
4485_Na3Rh,Na3Rh,Immm,0.3291477045577302,Na3Rh,2357.319514801559,4990.426838576996
4486_Al4Ge8,Al4Ge8,Pa-3,0.2644100296867571,AlGe2,4720.464407601663,1759.031882930134
4487_Au6K2,Au6K2,Pmmn,-0.1902402434086161,KAu3,1137.236593988146,1384.778137877506
4488_Al2V6,Al2V6,I4/mmm,-0.0845296956554664,AlV3,3044.899470689968,3039.85807626819
4489_EuNi,EuNi,Fm-3m,-0.0301608271115529,EuNi,7131.728579200161,2654.207732555324
4490_KTa2,KTa2,I4/mmm,1.054611953918965,KTa2,2241.497936403347,5034.008254386611
4491_Cu2Pb,Cu2Pb,I4/mmm,0.2598637746294485,Cu2Pb,2281.79914565709,1685.945221542843
4492_Ge4P2,Ge4P2,C2/m,0.2094131892536352,Ge2P,4720.078111013596,2462.348498411058
4493_Na4Pd2,Na4Pd2,Cmcm,-0.0597792815661713,Na2Pd,2566.42176289802,5737.220581778644
4494_CuGa4,CuGa4,I4/m,0.039402732975958,Ga4Cu,4776.279501690817,1825.772256583674
4495_AgSn2,AgSn2,I4/mmm,-0.0007098658300653,AgSn2,2162.639325641594,1537.519903663085
4497_Fe2Sb4,Fe2Sb4,I4_1/amd,0.4788135614246241,FeSb2,6874.003306999816,3026.910293454479
