file_name,formula,space_group,value_per_atom,composition,HHI_P,HHI_R
4498_Mo6V2,Mo6V2,Cmcm,-0.0999753629379949,VMo3,2535.338136122316,5014.28615707511
4499_Ta3Sb,Ta3Sb,P4/mmm,-0.0251829081044103,Ta3Sb,3325.958870763934,4543.510282309016
4500_IrMo2,IrMo2,Immm,-0.013815246551965,Mo2Ir,3951.359942931083,7201.667026818746
4501_AlSb2,AlSb2,I4/mmm,0.1450680860912729,AlSb2,7271.598054267039,3160.60878257792
4502_Au3Sb,Au3Sb,Pm-3m,0.4217477824387243,SbAu3,2261.799933218338,1410.047035253531
4503_Pd5Sn,Pd5Sn,P4/mmm,-0.2280325911464439,SnPd5,3090.557920130299,6832.61781472319
4504_CaV,CaV,P-6m2,1.073180324298205,CaV,3564.193936464165,2563.38586786348
4506_Ba3In,Ba3In,P4/mmm,-0.211620368678886,Ba3In,3065.386228903244,2234.613771096756
4508_Al16Mn4,Al16Mn4,I-43m,0.301063565326821,MnAl4,1600.0,1269.859405332268
4509_AuGa,AuGa,P-6m2,-0.0783288279649321,GaAu,2250.33070528529,1235.294916990173
4510_Ca7Ge,Ca7Ge,Fm-3m,-0.0143469796221094,Ca7Ge,4187.93893302679,1582.268266579083
4512_Au4V,Au4V,Im-3m,0.5053051396209789,VAu4,1233.607845809956,1145.754013610861
4513_In2Mo2,In2Mo2,Pmma,0.4014679899582596,InMo,2890.3073667429,3502.206321942702
4514_Al3Sn,Al3Sn,Fm-3m,0.1452120532474441,Al3Sn,2194.576787139825,1356.746072283895
4515_Ni24Ta5,Ni24Ta5,I-43m,-0.1675005312947368,Ta5Ni24,1508.416564327277,2790.595894061549
4516_Ni2Ge4,Ni2Ge4,Cmcm,0.1023729698401296,NiGe2,4062.673858454093,1784.899893809683
4517_Rh3Sb,Rh3Sb,P4/mmm,0.0382249713464721,SbRh3,4529.391964485867,6698.892970928727
4518_AlMo3,AlMo3,Immm,-0.0996964259999515,AlMo3,2331.432257364449,4931.448383333917
4520_V8W4,V8W4,Pnma,0.0528966610899613,V2W,5680.655390010605,3979.078338110688
4521_Ir8Mo22,Ir8Mo22,P4_2/mnm,0.0019097001955458,Mo11Ir4,3706.589380158403,6901.625691807074
4523_Ga10V12,Ga10V12,P6_3/mmc,-0.2051192851040197,V6Ga5,4472.237812259271,2600.74694618686
4524_Au3Br,Au3Br,Immm,0.2829069902830432,Au3Br,1362.056989497227,1702.7891991062
4525_FePd3,FePd3,Pmmm,-0.0949810401407154,FePd3,3080.897348742352,7017.403127124405
4526_Fe8Ga4,Fe8Ga4,Pnma,-0.1229566562214709,GaFe2,3591.432256784244,1592.166493029717
4527_AuNi,AuNi,P-6m2,0.1788439408535893,NiAu,1077.042397278864,1114.788013605681
4528_In16Sn4,In16Sn4,I-43m,0.0889102016768188,In4Sn,3156.229086718964,1917.845192410836
4531_InNi2,InNi2,I4/mmm,-0.0206246987735809,InNi2,2137.277954633152,1747.234337963729
4532_Rh3Ge,Rh3Ge,Fm-3m,-0.1988314155642134,GeRh3,3600.003671105645,6838.084574407411
4533_Al2Fe2,Al2Fe2,Cmcm,-0.1659621127138217,AlFe,2139.392334330871,1269.696167165436
4534_K5Sr24,K5Sr24,I-43m,0.1030625836751013,K5Sr24,3987.35867983048,3357.237417884794
4535_In2Mn6,In2Mn6,I4/mmm,0.3305705497817044,Mn3In,2298.026355232742,1882.12074767444
4536_Ba4In5,Ba4In5,I4/mmm,-0.2514774306094741,Ba4In5,3153.308978652267,2146.691021347732
4537_Al2Fe4,Al2Fe4,Cmcm,-0.2272930246471259,AlFe2,2244.342746190602,1322.171373095301
4538_Ge5As3,Ge5As3,Cmmm,0.3379859815522268,Ge5As3,4535.448108458193,2702.779486118897
4539_Fe2Na6,Fe2Na6,P6_3/mmc,0.6521293141597573,Na3Fe,1681.652065827776,902.6821994192296
4540_Pd4Sb2,Pd4Sb2,I4/mcm,-0.3088773544865653,SbPd2,4910.316796174537,6326.072922893007
4541_Ag2Sr,Ag2Sr,Fm-3m,0.1312674073517152,SrAg2,2066.505536062532,1862.136285900017
4542_KGe3,KGe3,Pm-3m,0.3174478618796499,KGe3,4752.358528556138,2706.24994407013
4545_Al4Mn,Al4Mn,Im-3m,-0.072840510263844,MnAl4,1600.0,1269.859405332268
4546_PtRh7,PtRh7,Fm-3m,0.003178418728682,PtRh7,3690.148756448525,8234.41897047538
4547_MoV3,MoV3,Fm-3m,-0.0631905048546421,V3Mo,2952.900634937863,4132.765326242289
4548_SbP3,SbP3,Cmmm,0.5203529482374165,SbP3,5346.281426691286,4135.817216038105
4549_Al2Mn4,Al2Mn4,Fd-3m,-0.0478207925401304,Mn2Al,1600.0,1642.279666096743
4550_NiTa4,NiTa4,Im-3m,0.7637822265224969,Ta4Ni,2202.488318880318,4552.470347926961
4551_NbPd3,NbPd3,I4/mmm,-0.4390642868602672,NbPd3,4394.672437863564,8180.327915149217
4552_Sn2Ta6,Sn2Ta6,Pm-3n,-0.112248719472225,Ta3Sn,2353.832369511261,4225.788058546545
4553_InMo2,InMo2,I4/mmm,0.1640907388659277,InMo2,2736.931443961161,4064.584705475745
4554_NaSr,NaSr,P4/mmm,0.024068302942102,NaSr,3555.678207884243,2480.385651519551
4555_Fe2V6,Fe2V6,P6_3/mmc,0.123355382997504,V3Fe,3059.138254512519,2864.751676694485
4556_Au8Cu16,Au8Cu16,Fd-3m,0.1460925404133319,Cu2Au,1296.094181974864,1196.094181974864
4557_SnBr3,SnBr3,Fm-3m,-0.2861192229211466,SnBr3,3068.158762575958,5144.630630932254
4558_TaSb4,TaSb4,I4/mmm,1.331670094197225,TaSb4,6383.044141459573,3779.238964635107
4559_Al3Ba,Al3Ba,P4/mmm,-0.0382474331130611,BaAl3,2480.819062503133,1817.903415181481
4560_CuW3,CuW3,Pm-3m,3.1041706291605253,CuW3,6442.094994683497,4010.71592316922
4561_BaBr,BaBr,F-43m,-1.499596806424356,BaBr,3110.348891272424,3992.016332843839
4562_SbP2,SbP2,I4/mmm,0.0828077510599977,SbP2,5910.47674236794,3973.252464063475
4563_AlP,AlP,Fm-3m,-0.3691838408500709,AlP,1813.776905161976,3191.213277910252
4564_CaCr,CaCr,Fm-3m,1.112240896363634,CaCr,3448.223876204057,2968.272402336813
4565_CuIn7,CuIn7,Fm-3m,0.1100149162863828,In7Cu,3175.439077936333,1963.364434687157
4566_PdYb,PdYb,P-6m2,-0.6517078910153504,YbPd,7100.923209046017,4965.948615186431
4567_Na2Rh4,Na2Rh4,Fd-3m,0.2568463173101829,NaRh2,2988.993211692754,7246.404327474122
4568_Mn2Sb2,Mn2Sb2,I4_1/amd,0.3028448297486399,MnSb,5941.23648623277,2902.536250471815
4569_Pb4P2,Pb4P2,Cmcm,0.0598117949566413,PPb2,2651.318116939273,2029.500305857712
4570_Ba2Ge6,Ba2Ge6,I4/mmm,-0.0218457243890619,BaGe3,4410.894391789375,2054.6270622975
4571_Fe4Pb4,Fe4Pb4,Pnma,0.756893538735766,FePb,2636.309376722614,1715.079168963485
4572_TaP2,TaP2,I4/mmm,-0.5639764310451021,TaP2,2223.488642049399,4876.511357950602
4573_Mn6Pd2,Mn6Pd2,Cmcm,0.1800065618612514,Mn3Pd,2227.767592747867,4232.599421897985
4575_Cu8P4,Cu8P4,I4_1/amd,0.0429996810381183,Cu2P,1678.381963577919,2205.43767220127
4577_In2Pt,In2Pt,Fm-3m,-0.491304117124633,In2Pt,4310.512337540025,5261.198907515539
4578_AlFe2,AlFe2,Fmmm,-0.1343440926625234,AlFe2,2244.342746190602,1322.171373095301
4579_Pd2V2,Pd2V2,Pmma,-0.1715385737955514,VPd,3232.372276573367,6510.875277625086
4580_Au10Ni6,Au10Ni6,I4/mcm,0.1828234982158285,Ni3Au5,1084.832610783523,1075.836946082383
4581_Ca3Nb,Ca3Nb,Pm-3m,0.6314967539345484,Ca3Nb,5905.107375711726,4682.018226672956
4582_Pt4V12,Pt4V12,Pnma,-0.1642023230585536,V3Pt,4533.614010580368,6596.1817546855
4584_Ag4Pt7,Ag4Pt7,P1,0.0326727396703538,Ag4Pt7,4467.57358459992,7251.236418934741
4586_Ni3P,Ni3P,Pmmm,-0.1897412135355365,Ni3P,1149.592703760964,2038.533733539472
4587_InMo8,InMo8,I4/mmm,0.3558672096246924,InMo8,2517.116343170078,4870.573408376382
4588_Ag3Ni,Ag3Ni,Pm-3m,0.1637136908782399,NiAg3,1169.294424768113,1415.352787615944
4589_AuPb3,AuPb3,Pmm2,0.0619014909753019,Pb3Au,2315.001977438441,1607.500988719221
4590_In2Br2,In2Br2,P4/nmm,-0.7137914213078189,InBr,3300.0,4010.710654163372
4591_Mo2Sn,Mo2Sn,I4/mmm,0.1088356497885385,SnMo2,2476.441611127209,3885.830194146624
4592_In3Mn,In3Mn,Imm2,0.2204623372783771,MnIn3,3066.157895057725,1972.489164124438
4593_K2Pd6,K2Pd6,Pmmn,0.0709865784228007,KPd3,3036.344100304081,7912.71685349551
4594_Ag4Ir2,Ag4Ir2,Fd-3m,0.8181056146560977,Ag2Ir,3226.047828011729,5028.039133881469
4595_MnW3,MnW3,Pmmm,0.3836572048518096,MnW3,6510.82280885564,4073.529078173907
4596_KGe,KGe,Fm-3m,0.7538320179509621,KGe,4040.325564287267,3754.520697021522
4597_NiGe4,NiGe4,I4/mmm,0.4805487365606581,NiGe4,4577.368180238188,1832.778435370994
4598_Ni3Rh3,Ni3Rh3,Cm,0.0590098443842267,NiRh,2400.95074904594,5639.172667635732
4599_AuNi3,AuNi3,Imm2,0.1610918246717236,Ni3Au,1052.799430357752,1236.002848211239
4600_Sr8Br16,Sr8Br16,Fd-3m,-2.052905570554053,SrBr2,3618.710897715699,5518.91944323197
4601_K3P,K3P,Pm-3m,-0.0201667510898992,K3P,1762.670887257349,6761.303789198556
4602_Mo8W,Mo8W,I4/mmm,0.4258541140077057,Mo8W,3288.900100908173,5106.760847628658
4603_Cu2In6,Cu2In6,Pm-3n,0.2063896272875793,In3Cu,3035.225,1922.125
4604_Ba2As4,Ba2As4,Cmcm,-0.6748860622830364,BaAs2,3156.537690888539,3187.046915035055
4605_Cu6Ir2,Cu6Ir2,I4/mmm,0.1147352875377123,Cu3Ir,3558.042339789215,5315.672251896933
4607_In4Mo,In4Mo,I4/m,0.3040013113251668,In4Mo,3144.481027067138,2570.236234087159
4608_Mn2Rh,Mn2Rh,I4/mmm,0.0660991104519356,Mn2Rh,2373.792507143123,4798.445965179601
4609_Ni2P2,Ni2P2,Cmcm,-0.2444295353290506,NiP,1345.430381748895,2743.549374296022
4611_Sn3V,Sn3V,Cmmm,0.3710273258378747,VSn3,2687.598984453591,1825.254531452091
4612_IrK,IrK,Fm-3m,2.116775691776342,KIr,4857.70119832108,8778.85059916054
4613_In3Mo5,In3Mo5,Cmmm,0.3843984287084891,In3Mo5,2776.153728550732,3920.769661980649
4614_Al2K4,Al2K4,Pnnm,0.4108101513743062,K2Al,1674.346818683859,5609.502758399262
4616_Pt3V5,Pt3V5,Cmmm,-0.4058848760908624,V5Pt3,4832.876763701107,7371.544342316503
4617_PbGe2,PbGe2,I4/mmm,0.3009133831301203,Ge2Pb,3771.629596005447,1841.216522923286
4619_Ba2In4,Ba2In4,C2/m,-0.3853485588517111,BaIn2,3187.732278186084,2112.267721813916
4621_NaP3,NaP3,Imm2,0.1460175172211837,NaP3,1821.49422846666,4187.637167718485
4622_Na3Pd,Na3Pd,Imm2,-0.0037423943346612,Na3Pd,2374.205382028606,5050.733507245022
4623_AgGa5,AgGa5,Amm2,0.0301596591030233,Ga5Ag,4483.898509298918,1781.848663871967
4624_Sn4W2,Sn4W2,I4/mcm,0.1627192610009006,Sn2W,4520.18231021222,2778.293690357499
4625_Ba4P,Ba4P,Im-3m,-0.3524857490659137,Ba4P,2946.622892483738,2449.455901045534
4626_AgAu3,AgAu3,Pmm2,-0.0264467700055792,AgAu3,1115.43691387647,1061.747655505879
4627_Cu2Mn2,Cu2Mn2,Cmcm,0.3182716405481285,MnCu,1600.0,1639.102387161073
4629_Pd3V,Pd3V,Pmmm,-0.2222188597370307,VPd3,3213.760479090441,7367.017961839701
4631_V2Ge2,V2Ge2,P4/nmm,-0.1990215627984675,VGe,4475.580487370683,2518.314634471988
4632_Al5K,Al5K,P4/mmm,0.1562076988746348,KAl5,1622.469513449459,2393.109833866469
4633_Au5Sb,Au5Sb,Amm2,0.0592267831128546,SbAu5,1848.213766012557,1264.075446827962
4634_Cu16Ir8,Cu16Ir8,Fd-3m,0.4219933363345654,Cu2Ir,3947.714283029917,6075.03296180189
4635_Fe6Ta4,Fe6Ta4,Fdd2,-0.0447040189155075,Ta2Fe3,2331.644364600198,3724.091603593264
4636_Ag6Pt6,Ag6Pt6,Cmcm,0.0261640127670741,AgPt,3968.955630624237,6358.362408327122
4637_Na4P,Na4P,I4/mmm,0.2007152095016753,Na4P,1326.761099796847,1659.001176739438
4638_PdSr,PdSr,R-3m,-0.3796195866085003,SrPd,3651.556380127809,5742.218099360956
4639_CrNi,CrNi,R-3m,0.1338070737599874,CrNi,1986.469448321656,2721.343126493479
4640_Fe4As2,Fe4As2,Fd-3m,0.288011546750063,Fe2As,2761.335736899528,2443.858795487526
4641_CuV3,CuV3,Fm-3m,0.1548210464828159,V3Cu,2800.725838318995,2841.987701650641
4642_AgSr,AgSr,P-6m2,-0.1351962930203547,SrAg,2544.633589137349,2117.137914206586
4643_PdV3,PdV3,Cmmm,-0.1064366261083087,V3Pd,3258.949948793513,5288.30235549838
4644_PbPt3,PbPt3,Pm-3m,-0.104670332191489,Pt3Pb,4767.89256636364,7191.291333733778
4645_Na2P2,Na2P2,P4/nmm,-0.0555534054562691,NaP,1616.57823605646,3140.288762066351
4701_Fe8Ta4,Fe8Ta4,I4_1/amd,-0.0433940220525492,TaFe2,2338.166624225134,3502.334776345427
4702_AlPb8,AlPb8,I4/mmm,0.0781345707423987,AlPb8,2682.381563741541,1787.18659181203
4703_Sr4Br2,Sr4Br2,Cmcm,-0.8965013603840285,Sr2Br,3918.145047502587,4221.371460822123
4710_Mn2V2,Mn2V2,Imma,-0.1878639363857122,MnV,2417.915774005262,2569.803081416717
4711_Fe3Mn,Fe3Mn,I4/mmm,0.0871804571518044,MnFe3,2202.446017673736,1498.776991163132
4712_Fe6Nb2,Fe6Nb2,I4/mmm,0.0127559507396668,NbFe3,4576.03254137265,4039.777181337313
4713_Al2Ba4,Al2Ba4,I4/mcm,-0.01645350904803,Ba2Al,2874.768887594202,2183.713967051759
4716_SrBi,SrBi,P4/mmm,-0.5781677096715216,SrBi,4975.044268315214,5113.757095405131
4718_AgIn3,AgIn3,Pmm2,0.0519812957642829,In3Ag,2799.199420236283,1856.914120067509
4719_Ir10Rh6,Ir10Rh6,I4/mcm,0.3974173345042455,Ir5Rh3,4940.81972654781,8832.56595617504
4720_Cr6Pt2,Cr6Pt2,Pm-3n,-0.0260007174240968,Cr3Pt,4433.632986709576,6878.402055644949
4722_Ba2Pb,Ba2Pb,Immm,-0.4676688865764706,Ba2Pb,2870.998269185272,2084.997115308786
4724_Cu3W,Cu3W,Cmmm,0.1954342356596488,Cu3W,4250.986172752471,2874.585422908689
4725_TaP5,TaP5,P4/mmm,0.3120509520027319,TaP5,2161.648797145848,4938.351202854152
4726_AlK,AlK,Pm-3m,0.5512967988077919,KAl,1659.168274058103,4668.432991602373
4727_FeNa3,FeNa3,P4/mmm,0.953419922791528,Na3Fe,1681.652065827776,902.6821994192296
4728_Au2Nb3,Au2Nb3,C2/m,-0.0708677776626018,Nb3Au2,4166.252361669694,4231.995732570759
4729_Mn2V2,Mn2V2,Cmcm,0.1160297069715028,MnV,2417.915774005262,2569.803081416717
4730_Au3Ba5,Au3Ba5,Cmmm,-0.440568201391275,Ba5Au3,2121.190651691626,1698.709393262691
4731_MoBr3,MoBr3,Pmm2,0.04303350203143,MoBr3,3042.751421114726,6442.669193092846
4732_MoSn4,MoSn4,Im-3m,0.1970626607332569,Sn4Mo,2566.38284452854,2221.917376222012
4733_K6Br18,K6Br18,Pmmn,-0.7936805794907835,KBr3,3075.627801411928,6942.069787235264
4734_Fe4Pd6,Fe4Pd6,Fdd2,-0.0234736291717496,Fe2Pd3,2992.662721893491,6289.467455621301
4735_V26W2,V26W2,Fm-3c,0.413087493103449,V13W,4103.952820036415,3595.556091360209
4736_Rh6W2,Rh6W2,P6_3/mmc,-0.2931200597782641,Rh3W,4618.298205383545,6619.025431600232
4738_Pd2Sb,Pd2Sb,I4/mmm,-0.390415799050519,SbPd2,4910.316796174537,6326.072922893007
4739_Ir16Mo14,Ir16Mo14,P4_2/mnm,0.0130681067903537,Mo7Ir8,4557.673053560469,7944.889549525737
4740_Mn2Na4,Mn2Na4,C2/m,0.5916767438931417,Na2Mn,1372.192630173992,1207.700838452379
4741_Ni2Ge4,Ni2Ge4,Pnnm,-0.1418782318798713,NiGe2,4062.673858454093,1784.899893809683
4742_Ge5As,Ge5As,Cmmm,0.328977437833131,Ge5As,4957.987188944804,2259.113451607956
4743_CaW2,CaW2,I4/mmm,0.6443813081220485,CaW2,6695.305058392478,4024.791665644818
4744_AuW8,AuW8,I4/mmm,0.4000832382714839,W8Au,6303.164768067399,3910.24470078346
4745_Ba5Pb,Ba5Pb,Cmmm,-0.1592093732859284,Ba5Pb,2930.456963533538,2184.094939222563
4746_Au2Ni2,Au2Ni2,Cmcm,0.2424296367895184,NiAu,1077.042397278864,1114.788013605681
4747_BaW3,BaW3,Pmm2,1.139329181823605,BaW3,6202.56893040109,3901.284465200546
4749_K6Rh2,K6Rh2,I4/mmm,0.6040952700919129,K3Rh,2400.989871044739,7573.861264557195
4750_Al2Pd6,Al2Pd6,Cmcm,-0.3512329465345525,AlPd3,3075.316919123695,7454.511521166166
4751_Mn4W2,Mn4W2,Cmcm,0.1197822458971262,Mn2W,4979.916980373802,3364.776379802686
4752_CaAs3,CaAs3,Immm,-0.3502374894930931,CaAs3,3390.79650268008,3621.681238832998
4753_Cu4Ta4,Cu4Ta4,P2_13,0.3145868356134906,TaCu,2118.06415767953,3942.302457632069
4754_Au2Ba6,Au2Ba6,Pmmn,-0.2617753895589199,Ba3Au,2385.43726890221,1879.509710301512
4755_AuAs3,AuAs3,Immm,0.3577655840683733,As3Au,2272.505998717871,2598.87181643346
4756_K2Sn2,K2Sn2,Pmmn,-0.0014499690382616,KSn,2377.017622013544,2987.44590747128
4757_InBr,InBr,Fm-3m,-0.7175140965916014,InBr,3300.0,4010.710654163372
4759_Au4Ni8,Au4Ni8,Pnma,0.1137680593830878,Ni2Au,1062.657693037163,1186.711534814186
4760_Mn4Ta5,Mn4Ta5,I4/mmm,0.1391875726000301,Ta5Mn4,2163.203487926517,4213.729233970787
4761_Fe4Ga4,Fe4Ga4,Pnma,0.0308050240268382,GaFe,4121.308772935779,1677.630447247706
4762_Fe3Sb,Fe3Sb,Imm2,0.4414744564171062,Fe3Sb,4714.868905442541,2241.770511070015
4763_InMo5,InMo5,P4/mmm,0.1573142325687998,InMo5,2573.815090543936,4662.6780013389
4765_Mo3W,Mo3W,Pmm2,0.4530177667841109,Mo3W,4192.952550566087,4910.227706398678
4766_Au2Mn2,Au2Mn2,P4/nmm,0.6149682153648515,MnAu,1209.045332929074,1174.472532686519
4767_Sn4W8,Sn4W8,Pnma,0.5256381582876166,SnW2,5926.12101400111,3641.028804046136
4768_Pb6P2,Pb6P2,I4/mmm,0.2162553450890172,PPb3,2666.775198969768,1956.631204856808
4769_Sr2Br6,Sr2Br6,Pmmn,-1.6828241395262955,SrBr3,3540.911368274412,5856.050737477545
4770_Cu8Ta4,Cu8Ta4,Pa-3,1.1517740039267264,TaCu2,2011.191940472123,3438.476290797153
4771_EuSb,EuSb,P-6m2,-0.9332170063572685,EuSb,8788.275781444083,3233.448290979235
4772_Ba4Ta2,Ba4Ta2,Cmcm,0.900999325810084,Ba2Ta,2721.986406201836,3292.905692136301
4775_Mo4P8,Mo4P8,I4_1/amd,0.1065608358772536,MoP2,2243.059103263916,5221.529551631958
4776_Ni2Ge6,Ni2Ge6,Pmmn,0.0800920653913639,NiGe3,4387.601612937045,1815.125731436004
4777_Al4Ba,Al4Ba,I4/mmm,-0.2379211242006079,BaAl4,2383.915707303946,1727.921728210807
4778_MnRh5,MnRh5,Amm2,-0.0331173025082295,MnRh5,3045.643212707452,7401.867449241376
4779_MoW,MoW,P-6m2,0.4723990886009801,MoW,5422.603474158268,4642.912288226464
4780_Pb4P,Pb4P,I4/mmm,0.4434886753329195,PPb4,2674.782164380588,1918.884082205802
4782_Sr4Br,Sr4Br,Im-3m,-0.2378610234737603,Sr4Br,4032.908286553404,3724.064091601918
4783_Ag24Al5,Ag24Al5,I-43m,0.068669406625523,Al5Ag24,1219.812092264412,1380.187907735588
4784_Ni4Rh2,Ni4Rh2,C2/m,0.046255102906335,Ni2Rh,2027.689574261107,4536.355560316906
4785_Mo2Nb,Mo2Nb,Fmmm,-0.0745787488592076,NbMo2,4390.014122164128,6441.811381569581
4787_Cu2Ni2,Cu2Ni2,Cmcm,0.0822911971003383,CuNi,1311.909253481283,1500.0
4788_Mo2Pb2,Mo2Pb2,Cmme,0.4939748205054668,MoPb,2605.053770535066,2907.706010424226
4789_Na2Pb,Na2Pb,Immm,-0.1529461556916516,Na2Pb,2409.426511658779,1563.909040722757
4790_Ba5W,Ba5W,Amm2,0.8487297015357887,Ba5W,3844.78014876935,2722.390074384675
4791_NaP3,NaP3,Immm,0.076200731217769,NaP3,1821.49422846666,4187.637167718485
4792_Ni2Yb2,Ni2Yb2,Pmma,-0.24160819968451,YbNi,7347.121304050258,2694.752245468283
4793_AlTa,AlTa,Fm-3m,0.4693485286782328,TaAl,2209.165922036585,4306.900719627175
4794_EuNi,EuNi,Fm-3m,-0.0364610876192079,EuNi,7131.728579200161,2654.207732555324
4795_FeW7,FeW7,Fm-3m,0.4130573151942798,FeW7,6808.682343741272,4179.386694967324
4796_Ni3P,Ni3P,Pmmm,-0.174271319347592,Ni3P,1149.592703760964,2038.533733539472
4798_SnBr4,SnBr4,Im-3m,-0.2659943161222486,SnBr4,3110.421923408604,5464.623134379434
4799_Ba3In3,Ba3In3,Cm,-0.3259496805371166,BaIn,3136.609490570901,2163.390509429099
4801_Ir2Rh4,Ir2Rh4,I4_1/amd,0.3085144192754955,IrRh2,4310.723617433949,8531.215643120584
4802_K4Pd2,K4Pd2,Pnnm,0.0954286081191586,K2Pd,2564.656807676016,7661.150297427209
4803_Mo5W,Mo5W,Cmmm,0.0032439918025867,Mo5W,3674.473279681707,5022.940591373543
4804_Ca2P,Ca2P,I4/mmm,-0.7301065161364099,Ca2P,3370.437561091871,2503.381463194351
4805_Sn2Br4,Sn2Br4,Fd-3m,0.258251974530042,SnBr2,3001.64585412792,4641.032895539965
4806_Rh2As,Rh2As,Fm-3m,-0.4713601768918624,AsRh2,3226.68788733478,6932.484506608781
4807_GaIn,GaIn,Pm-3m,0.0465300307790692,InGa,4131.200654597082,1962.218152063769
4809_Mn6W2,Mn6W2,Pmmn,0.2104745956342277,Mn3W,4447.337519745751,3118.211814697107
4810_CeNi3,CeNi3,Pm-3m,-0.0086891208885537,CeNi3,4766.604405745547,2209.007888140338
4811_CuIn3,CuIn3,Fm-3m,0.2076251569604519,In3Cu,3035.225,1922.125
4812_Ba3W,Ba3W,Pmm2,1.2293632028874226,Ba3W,4234.196176368406,2917.098088184203
4813_Ca3Nb,Ca3Nb,Pm-3m,0.6282818560868297,Ca3Nb,5905.107375711726,4682.018226672956
4814_Pd4V4,Pd4V4,Pnma,-0.0948595768377771,VPd,3232.372276573367,6510.875277625086
4816_Ba2Sb2,Ba2Sb2,Cmcm,-0.8338671201122385,BaSb,5302.794042155724,2816.953764565571
4818_AgW2,AgW2,I4/mmm,0.6495468493854482,AgW2,5684.3908566997,3642.19542834985
4819_NaSr,NaSr,Pm-3m,0.0196509155200732,NaSr,3555.678207884243,2480.385651519551
4820_V2W,V2W,Fm-3m,0.870102745832483,V2W,5680.655390010605,3979.078338110688
4821_Ag3Nb3,Ag3Nb3,Cm,0.2345844547757055,NbAg,4578.000212975168,4824.274188495376
4822_Al6Br2,Al6Br2,Cmcm,-0.078349820865998,Al3Br,2444.500894983767,3930.914870826013
4823_CuSb3,CuSb3,I4/mmm,0.3994996801531401,CuSb3,6966.42834156511,3118.446642694239
4824_Al6Mn2,Al6Mn2,Pm-3n,-0.1138396464069968,MnAl3,1600.0,1323.444034295802
4825_Cu2Sb2,Cu2Sb2,P4/nmm,0.09306332431475,CuSb,5739.57454156908,2748.44311571131
4826_Au2V2,Au2V2,P4/nmm,0.027181270273112,VAu,1552.067980086602,1493.165069185384
4827_Mo2Pd,Mo2Pd,Fm-3m,1.0351696748078811,Mo2Pd,2685.403955749246,6263.238350653704
4829_Fe2Ta6,Fe2Ta6,P6_3/mmc,0.2474721246249149,Ta3Fe,2309.327887029892,4482.851840983654
4830_Fe2As,Fe2As,I4/mmm,0.0120831969950868,Fe2As,2761.335736899528,2443.858795487526
4831_Al4V2,Al4V2,I4_1/amd,0.2737093218978603,Al2V,2425.517363602701,2165.436278027342
4833_Mn2Nb,Mn2Nb,I4/mmm,0.1324247635487564,Mn2Nb,4761.289148909173,5007.104933675973
4834_In3V,In3V,I4/mmm,0.2276268100656002,VIn3,3300.0,2180.371552028285
4835_CaGa,CaGa,Pm-3m,-0.4281546413302104,CaGa,4915.990746896658,1753.997686724165
4836_NiSr,NiSr,Pm-3m,0.1471746751052132,SrNi,2916.324820556422,2398.277259635823
4837_Ag6Fe2,Ag6Fe2,P6_3/mmc,0.3145756984875691,FeAg3,1376.608434954207,1400.0
4839_Fe2Sb6,Fe2Sb6,P6_3/mmc,0.1168711655218608,FeSb3,7170.650044523599,3134.781834372217
4840_Al4Pd4,Al4Pd4,Pnma,-0.7824189350264472,AlPd,2876.387077592522,6584.193464467283
4841_Mo2Sr2,Mo2Sr2,Imma,0.6658938067199829,SrMo,3259.206798866856,4202.124645892351
4842_CaCu,CaCu,P4/mmm,0.4393169567324375,CaCu,2489.556473403845,1500.0
4843_CrSm,CrSm,Fm-3m,0.5526842695973091,SmCr,7855.49785748984,3356.953459767212
4844_CuIn7,CuIn7,Fm-3m,0.0132383724315321,In7Cu,3175.439077936333,1963.364434687157
4845_VP4,VP4,Im-3m,0.1480949914869519,VP4,2378.776352871026,4604.677077014813
4846_Al3Mn,Al3Mn,Pm-3m,-0.1379675077832951,MnAl3,1600.0,1323.444034295802
4848_AgSn8,AgSn8,I4/mmm,0.018971326515688,AgSn8,2457.202272199035,1579.600324599862
4849_Sn4Br4,Sn4Br4,P2_13,-0.3749848258403285,SnBr,2881.615596080841,3732.232370326362
4850_Mn3Pd,Mn3Pd,Pmm2,0.1965186180139397,Mn3Pd,2227.767592747867,4232.599421897985
4851_NbRh3,NbRh3,I4/mmm,-0.4288553189376305,NbRh3,4426.035264723962,8185.061926750786
4852_GaMn2,GaMn2,Fm-3m,0.8850172981825631,Mn2Ga,3114.037181368793,1838.821466188944
4853_Au3V,Au3V,Pm-3m,0.0919731410731934,VAu3,1274.609075855112,1190.482628205577
4854_Ag4Pt7,Ag4Pt7,P-1,0.0311257725487666,Ag4Pt7,4467.57358459992,7251.236418934741
4855_K3P4,K3P4,I4/mmm,-0.139473519418894,K3P4,1854.10474071664,6121.266814983517
4856_Al4Ni4,Al4Ni4,Pnma,-0.5654812568977841,AlNi,1188.957511082477,1342.53540743127
4857_Ag2P2,Ag2P2,Imma,0.215945692610235,AgP,1378.469169140667,2225.419907275583
4858_TaW3,TaW3,I4/mmm,0.275062910855949,TaW3,5838.918320896201,4423.519327564234
4859_Mo3Rh,Mo3Rh,I4/mmm,0.1017876729739253,Mo3Rh,2610.696256067239,6011.099864226931
